XP_036674875.1	-	1611	msaprobs_alignment_4742434	-	652	9.5e-259	870.3	2.2	1	1	5.5e-262	3.1e-258	868.6	0.0	10	640	410	1391	407	1443	0.96	chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_036674876.1	-	1611	msaprobs_alignment_4742434	-	652	9.5e-259	870.3	2.2	1	1	5.5e-262	3.1e-258	868.6	0.0	10	640	410	1391	407	1443	0.96	chitin synthase chs-2 isoform X1 [Drosophila suzukii]
XP_014766586.1	-	1613	msaprobs_alignment_4742434	-	652	1e-258	870.2	0.1	1	1	1.9e-261	1.1e-257	866.8	0.0	10	640	410	1390	406	1442	0.96	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_014766587.1	-	1613	msaprobs_alignment_4742434	-	652	1e-258	870.2	0.1	1	1	1.9e-261	1.1e-257	866.8	0.0	10	640	410	1390	406	1442	0.96	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_032305796.1	-	1613	msaprobs_alignment_4742434	-	652	1e-258	870.2	0.1	1	1	1.9e-261	1.1e-257	866.8	0.0	10	640	410	1390	406	1442	0.96	chitin synthase chs-2 isoform X1 [Drosophila ananassae]
XP_037728934.1	-	1611	msaprobs_alignment_4742434	-	652	1.1e-258	870.1	2.4	1	1	5.5e-262	3.1e-258	868.5	0.0	10	640	410	1391	407	1443	0.96	chitin synthase chs-2 isoform X1 [Drosophila subpulchrella]
XP_002096048.2	-	1614	msaprobs_alignment_4742434	-	652	2.7e-258	868.8	0.6	1	1	2e-261	1.1e-257	866.7	0.0	10	640	410	1392	405	1444	0.96	chitin synthase chs-2 isoform X2 [Drosophila yakuba]
XP_017142971.1	-	1613	msaprobs_alignment_4742434	-	652	2.8e-258	868.7	0.4	1	1	3.3e-261	1.8e-257	866.0	0.1	10	640	412	1406	408	1489	0.96	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_017142972.1	-	1613	msaprobs_alignment_4742434	-	652	2.8e-258	868.7	0.4	1	1	3.3e-261	1.8e-257	866.0	0.1	10	640	412	1406	408	1489	0.96	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_017142974.1	-	1613	msaprobs_alignment_4742434	-	652	2.8e-258	868.7	0.4	1	1	3.3e-261	1.8e-257	866.0	0.1	10	640	412	1406	408	1489	0.96	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_016962462.1	-	1611	msaprobs_alignment_4742434	-	652	3.1e-258	868.6	0.3	1	1	1.3e-261	7.6e-258	867.3	0.1	10	640	410	1391	114	1443	0.92	chitin synthase chs-2 isoform X2 [Drosophila biarmipes]
XP_039495857.1	-	1614	msaprobs_alignment_4742434	-	652	3.1e-258	868.6	0.8	1	1	1.8e-261	1e-257	866.9	0.0	10	640	410	1395	405	1458	0.96	chitin synthase chs-2 isoform X1 [Drosophila santomea]
XP_033161999.1	-	1615	msaprobs_alignment_4742434	-	652	3.1e-258	868.6	0.4	1	1	3e-261	1.7e-257	866.1	0.0	10	640	410	1391	408	1443	0.96	chitin synthase chs-2 isoform X2 [Drosophila mauritiana]
XP_032576207.1	-	1615	msaprobs_alignment_4742434	-	652	3.1e-258	868.6	0.4	1	1	3e-261	1.7e-257	866.1	0.0	10	640	410	1391	408	1443	0.96	chitin synthase chs-2 isoform X2 [Drosophila sechellia]
NP_730928.2	-	1615	msaprobs_alignment_4742434	-	652	3.1e-258	868.6	0.4	1	1	3e-261	1.7e-257	866.1	0.0	10	640	410	1391	408	1443	0.96	krotzkopf verkehrt  isoform D [Drosophila melanogaster]
XP_016033300.1	-	1615	msaprobs_alignment_4742434	-	652	3.1e-258	868.5	0.4	1	1	3e-261	1.7e-257	866.1	0.0	10	640	410	1391	408	1443	0.96	chitin synthase chs-2 isoform X2 [Drosophila simulans]
XP_033162002.1	-	1614	msaprobs_alignment_4742434	-	652	3.2e-258	868.5	0.4	1	1	2.8e-261	1.6e-257	866.2	0.0	10	640	410	1391	407	1443	0.96	chitin synthase chs-2 isoform X4 [Drosophila mauritiana]
XP_032576209.1	-	1614	msaprobs_alignment_4742434	-	652	3.2e-258	868.5	0.4	1	1	2.8e-261	1.6e-257	866.2	0.0	10	640	410	1391	407	1443	0.96	chitin synthase chs-2 isoform X4 [Drosophila sechellia]
XP_003736740.2	-	1613	msaprobs_alignment_4742434	-	652	3.2e-258	868.5	0.6	1	1	4.8e-261	2.7e-257	865.4	0.1	10	640	412	1392	408	1443	0.96	chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_015037826.2	-	1613	msaprobs_alignment_4742434	-	652	3.2e-258	868.5	0.6	1	1	4.8e-261	2.7e-257	865.4	0.1	10	640	412	1392	408	1443	0.96	chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_015037827.2	-	1613	msaprobs_alignment_4742434	-	652	3.2e-258	868.5	0.6	1	1	4.8e-261	2.7e-257	865.4	0.1	10	640	412	1392	408	1443	0.96	chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_043656734.1	-	1614	msaprobs_alignment_4742434	-	652	3.4e-258	868.4	0.6	1	1	2.1e-261	1.2e-257	866.6	0.0	10	640	410	1395	407	1457	0.96	chitin synthase chs-2 isoform X2 [Drosophila teissieri]
XP_016931842.2	-	1611	msaprobs_alignment_4742434	-	652	3.9e-258	868.2	0.8	1	1	2.7e-261	1.6e-257	866.2	0.0	10	640	410	1391	406	1443	0.96	chitin synthase chs-2 isoform X2 [Drosophila suzukii]
XP_046869585.1	-	1676	msaprobs_alignment_4742434	-	652	4.2e-258	868.1	8.7	1	2	8.9e-258	5e-254	854.6	5.3	10	646	415	1317	70	1323	0.92	chitin synthase chs-2 isoform X3 [Drosophila willistoni]
XP_037728935.1	-	1611	msaprobs_alignment_4742434	-	652	4.2e-258	868.1	0.9	1	1	2.8e-261	1.6e-257	866.2	0.0	10	640	410	1391	406	1443	0.96	chitin synthase chs-2 isoform X2 [Drosophila subpulchrella]
XP_039151484.1	-	1614	msaprobs_alignment_4742434	-	652	4.5e-258	868.0	0.9	1	1	2.8e-261	1.6e-257	866.2	0.0	10	640	410	1391	406	1443	0.96	chitin synthase chs-2 isoform X4 [Drosophila simulans]
XP_034664926.1	-	1615	msaprobs_alignment_4742434	-	652	4.9e-258	867.9	0.6	1	1	5.1e-261	2.9e-257	865.4	0.1	10	640	414	1414	410	1506	0.96	chitin synthase chs-2 isoform X1 [Drosophila subobscura]
XP_034484832.1	-	1600	msaprobs_alignment_4742434	-	652	6.8e-258	867.4	0.1	1	1	8.7e-261	4.9e-257	864.6	0.0	10	640	403	1399	400	1486	0.96	chitin synthase chs-2 [Drosophila innubila]
XP_017847430.1	-	1604	msaprobs_alignment_4742434	-	652	7.4e-258	867.3	0.3	1	1	1.1e-260	6e-257	864.3	0.0	10	640	404	1399	401	1481	0.96	chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_017847431.1	-	1604	msaprobs_alignment_4742434	-	652	7.4e-258	867.3	0.3	1	1	1.1e-260	6e-257	864.3	0.0	10	640	404	1399	401	1481	0.96	chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_034116463.2	-	1599	msaprobs_alignment_4742434	-	652	1.2e-257	866.6	0.1	1	1	2.6e-260	1.4e-256	863.0	0.0	10	640	403	1383	400	1435	0.96	LOW QUALITY PROTEIN: chitin synthase chs-2 [Drosophila albomicans]
XP_017847432.1	-	1604	msaprobs_alignment_4742434	-	652	9.5e-257	863.6	0.1	1	1	7.4e-260	4.2e-256	861.5	0.0	10	640	404	1391	400	1453	0.96	chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_002070065.2	-	1617	msaprobs_alignment_4742434	-	652	2.4e-256	862.3	5.6	1	1	6.3e-260	3.6e-256	861.7	5.6	10	640	415	1415	70	1511	0.91	chitin synthase chs-2 isoform X2 [Drosophila willistoni]
XP_037728936.1	-	1552	msaprobs_alignment_4742434	-	652	2.6e-256	862.2	0.2	1	1	1.8e-259	1e-255	860.3	0.0	10	640	410	1351	406	1446	0.95	chitin synthase chs-2 isoform X3 [Drosophila subpulchrella]
XP_044570061.1	-	1613	msaprobs_alignment_4742434	-	652	2.6e-256	862.2	4.6	1	1	7.4e-260	4.2e-256	861.5	4.6	10	640	410	1410	41	1504	0.91	chitin synthase chs-2 isoform X2 [Drosophila ananassae]
XP_033244515.1	-	1613	msaprobs_alignment_4742434	-	652	9.4e-256	860.4	5.3	1	1	2.5e-259	1.4e-255	859.8	5.3	10	640	412	1412	44	1506	0.91	chitin synthase chs-2 isoform X2 [Drosophila miranda]
XP_001359390.4	-	1613	msaprobs_alignment_4742434	-	652	1.2e-255	860.0	5.6	1	1	3.4e-259	1.9e-255	859.3	5.6	10	640	412	1412	46	1506	0.91	chitin synthase chs-2 isoform X2 [Drosophila pseudoobscura]
XP_034664927.1	-	1615	msaprobs_alignment_4742434	-	652	1.7e-255	859.5	5.5	1	1	4.6e-259	2.6e-255	858.9	5.5	10	640	414	1414	46	1508	0.91	chitin synthase chs-2 isoform X2 [Drosophila subobscura]
XP_052836615.1	-	1630	msaprobs_alignment_4742434	-	652	1.3e-254	856.6	2.0	1	1	8.3e-258	4.7e-254	854.7	0.1	10	640	410	1409	405	1462	0.96	LOW QUALITY PROTEIN: chitin synthase chs-2 [Drosophila gunungcola]
XP_033234120.1	-	1554	msaprobs_alignment_4742434	-	652	5e-254	854.6	4.4	1	1	1.2e-257	7e-254	854.2	4.4	10	640	412	1353	44	1447	0.90	chitin synthase chs-2 isoform X3 [Drosophila pseudoobscura]
XP_037945234.1	-	1592	msaprobs_alignment_4742434	-	652	4.8e-253	851.4	0.1	1	1	8.5e-257	4.8e-253	851.4	0.1	10	640	399	1379	392	1480	0.95	chitin synthase chs-2 isoform X1 [Teleopsis dalmanni]
XP_037945235.1	-	1592	msaprobs_alignment_4742434	-	652	4.8e-253	851.4	0.1	1	1	8.5e-257	4.8e-253	851.4	0.1	10	640	399	1379	392	1480	0.95	chitin synthase chs-2 isoform X1 [Teleopsis dalmanni]
XP_046803682.1	-	1592	msaprobs_alignment_4742434	-	652	1.1e-252	850.2	0.3	1	1	1.5e-255	8.7e-252	847.2	0.0	10	640	399	1393	397	1457	0.95	chitin synthase chs-2 isoform X2 [Lucilia cuprina]
XP_037945236.1	-	1592	msaprobs_alignment_4742434	-	652	2.5e-252	849.1	0.1	1	1	4.4e-256	2.5e-252	849.1	0.1	10	640	399	1373	356	1431	0.96	chitin synthase chs-2 isoform X2 [Teleopsis dalmanni]
XP_052866316.1	-	1579	msaprobs_alignment_4742434	-	652	9.7e-252	847.1	0.3	1	1	6.5e-255	3.7e-251	845.2	0.0	10	640	399	1388	395	1488	0.94	chitin synthase chs-2 [Anopheles cruzii]
XP_050341794.1	-	1592	msaprobs_alignment_4742434	-	652	1e-251	847.0	0.6	1	1	7.9e-255	4.5e-251	844.9	0.0	10	640	400	1373	395	1432	0.96	chitin synthase chs-2 [Bactrocera neohumeralis]
XP_040158698.1	-	1578	msaprobs_alignment_4742434	-	652	1.1e-251	846.9	0.3	1	1	8.4e-255	4.7e-251	844.8	0.0	10	640	399	1394	397	1489	0.94	chitin synthase chs-2 isoform X1 [Anopheles arabiensis]
XP_039958108.1	-	1592	msaprobs_alignment_4742434	-	652	1.1e-251	846.9	0.6	1	1	8.9e-255	5e-251	844.7	0.0	10	640	400	1373	395	1432	0.96	chitin synthase chs-2 isoform X1 [Bactrocera tryoni]
NP_001291656.1	-	1592	msaprobs_alignment_4742434	-	652	1.2e-251	846.8	0.7	1	1	6.5e-255	3.7e-251	845.2	0.0	10	640	400	1381	394	1494	0.95	Chitin synthase chs-2 [Bactrocera dorsalis]
XP_046803681.1	-	1592	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	9.3e-255	5.2e-251	844.7	0.0	10	640	399	1395	396	1458	0.95	chitin synthase chs-2 isoform X1 [Lucilia cuprina]
XP_046803683.1	-	1592	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	9.3e-255	5.2e-251	844.7	0.0	10	640	399	1395	396	1458	0.95	chitin synthase chs-2 isoform X3 [Lucilia cuprina]
XP_035796291.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1.1e-254	6e-251	844.5	0.0	10	640	399	1394	393	1485	0.95	chitin synthase chs-2-like isoform X3 [Anopheles albimanus]
XP_035796294.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1.1e-254	6e-251	844.5	0.0	10	640	399	1394	393	1485	0.95	chitin synthase chs-2-like isoform X3 [Anopheles albimanus]
XP_050096490.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1e-254	5.9e-251	844.5	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles aquasalis]
XP_050096510.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1e-254	5.9e-251	844.5	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles aquasalis]
XP_050096519.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1e-254	5.9e-251	844.5	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles aquasalis]
XP_049529333.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1e-254	5.9e-251	844.5	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles darlingi]
XP_049529335.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.7	0.1	1	1	1e-254	5.9e-251	844.5	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles darlingi]
XP_053671946.1	-	1578	msaprobs_alignment_4742434	-	652	1.3e-251	846.6	0.2	1	1	1e-254	5.6e-251	844.6	0.0	10	640	399	1394	396	1489	0.94	chitin synthase chs-2 isoform X1 [Anopheles nili]
XP_035796289.1	-	1615	msaprobs_alignment_4742434	-	652	1.3e-251	846.6	0.1	1	1	1.1e-254	6.1e-251	844.5	0.0	10	640	436	1437	431	1527	0.94	chitin synthase chs-2-like isoform X1 [Anopheles albimanus]
XP_040158708.1	-	1578	msaprobs_alignment_4742434	-	652	1.4e-251	846.6	0.4	1	1	4.8e-255	2.7e-251	845.6	0.4	10	640	399	1394	100	1489	0.91	chitin synthase chs-2 isoform X2 [Anopheles arabiensis]
XP_053671947.1	-	1578	msaprobs_alignment_4742434	-	652	1.5e-251	846.5	0.3	1	1	1.1e-254	6.1e-251	844.5	0.0	10	640	399	1394	396	1491	0.94	chitin synthase chs-2 isoform X2 [Anopheles nili]
XP_035796292.1	-	1578	msaprobs_alignment_4742434	-	652	1.5e-251	846.5	0.2	1	1	1.1e-254	6.5e-251	844.4	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2-like isoform X4 [Anopheles albimanus]
XP_050096500.1	-	1578	msaprobs_alignment_4742434	-	652	1.5e-251	846.4	0.2	1	1	1.1e-254	6.5e-251	844.4	0.0	10	640	399	1400	395	1490	0.94	chitin synthase chs-2 isoform X2 [Anopheles aquasalis]
XP_049529334.1	-	1578	msaprobs_alignment_4742434	-	652	1.5e-251	846.4	0.2	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1400	397	1490	0.94	chitin synthase chs-2 isoform X2 [Anopheles darlingi]
XP_035796290.1	-	1615	msaprobs_alignment_4742434	-	652	1.6e-251	846.4	0.2	1	1	1.2e-254	6.6e-251	844.4	0.0	10	640	436	1437	428	1527	0.94	chitin synthase chs-2-like isoform X2 [Anopheles albimanus]
XP_040229355.1	-	1578	msaprobs_alignment_4742434	-	652	1.6e-251	846.4	0.2	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	397	1489	0.94	chitin synthase chs-2 isoform X4 [Anopheles coluzzii]
XP_041761197.1	-	1578	msaprobs_alignment_4742434	-	652	1.6e-251	846.4	0.2	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	397	1489	0.94	chitin synthase chs-2 isoform X2 [Anopheles merus]
XP_321336.5	-	1578	msaprobs_alignment_4742434	-	652	1.6e-251	846.4	0.2	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	397	1489	0.94	AGAP001748-PA [Anopheles gambiae str. PEST]
XP_040229353.1	-	1614	msaprobs_alignment_4742434	-	652	1.7e-251	846.3	0.2	1	1	1.2e-254	6.9e-251	844.3	0.0	10	640	435	1430	431	1525	0.94	chitin synthase chs-2 isoform X2 [Anopheles coluzzii]
XP_040229357.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X3 [Anopheles coluzzii]
XP_041761196.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_041761198.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_041761199.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_041761200.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_041761201.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_041761202.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_041761203.1	-	1578	msaprobs_alignment_4742434	-	652	1.8e-251	846.2	0.3	1	1	1.3e-254	7.1e-251	844.2	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_035896990.1	-	1578	msaprobs_alignment_4742434	-	652	2e-251	846.1	0.2	1	1	1.4e-254	8.2e-251	844.0	0.0	10	640	399	1394	395	1489	0.94	chitin synthase chs-2 isoform X3 [Anopheles stephensi]
XP_035896991.1	-	1578	msaprobs_alignment_4742434	-	652	2e-251	846.1	0.2	1	1	1.4e-254	8.2e-251	844.0	0.0	10	640	399	1394	395	1489	0.94	chitin synthase chs-2 isoform X3 [Anopheles stephensi]
XP_040229354.1	-	1614	msaprobs_alignment_4742434	-	652	2.2e-251	845.9	0.5	1	1	1.4e-254	8e-251	844.1	0.0	10	640	435	1430	432	1525	0.94	chitin synthase chs-2 isoform X1 [Anopheles coluzzii]
XP_035896989.1	-	1624	msaprobs_alignment_4742434	-	652	2.3e-251	845.9	0.4	1	1	1.5e-254	8.7e-251	843.9	0.0	10	640	445	1440	441	1536	0.94	chitin synthase chs-2 isoform X2 [Anopheles stephensi]
XP_035896992.1	-	1578	msaprobs_alignment_4742434	-	652	2.6e-251	845.7	0.5	1	1	1.6e-254	8.9e-251	843.9	0.0	10	640	399	1394	394	1489	0.94	chitin synthase chs-2 isoform X4 [Anopheles stephensi]
XP_035896988.1	-	1624	msaprobs_alignment_4742434	-	652	2.7e-251	845.6	0.4	1	1	1.7e-254	9.5e-251	843.8	0.0	10	640	445	1440	440	1536	0.94	chitin synthase chs-2 isoform X1 [Anopheles stephensi]
XP_049284287.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.2e-254	1.2e-250	843.5	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles funestus]
XP_049284290.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.2e-254	1.2e-250	843.5	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles funestus]
XP_049284291.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.2e-254	1.2e-250	843.5	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles funestus]
XP_049284292.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.2e-254	1.2e-250	843.5	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles funestus]
XP_049284293.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.2e-254	1.2e-250	843.5	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles funestus]
XP_049284294.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.2e-254	1.2e-250	843.5	0.0	10	640	399	1394	395	1490	0.94	chitin synthase chs-2 isoform X1 [Anopheles funestus]
XP_052888381.1	-	1578	msaprobs_alignment_4742434	-	652	3.1e-251	845.4	0.3	1	1	2.6e-254	1.5e-250	843.2	0.0	10	640	399	1383	395	1462	0.95	chitin synthase chs-2 isoform X2 [Anopheles moucheti]
