XP_037728934.1	msaprobs_alignment_4742434	6.9e-259	3.2999999999999997e-262	2e-258	chitin synthase chs-2 isoform X1 [Drosophila subpulchrella]
XP_002096048.2	msaprobs_alignment_4742434	1.7000000000000001e-258	1.2e-261	7.2000000000000005e-258	chitin synthase chs-2 isoform X2 [Drosophila yakuba]
XP_017142971.1	msaprobs_alignment_4742434	1.8000000000000001e-258	2.0000000000000002e-261	1.1999999999999999e-257	chitin synthase chs-2 isoform X1 [Drosophila miranda]
XP_039495857.1	msaprobs_alignment_4742434	2e-258	1.1e-261	6.5e-258	chitin synthase chs-2 isoform X1 [Drosophila santomea]
XP_033161999.1	msaprobs_alignment_4742434	2e-258	1.8e-261	1.1e-257	chitin synthase chs-2 isoform X2 [Drosophila mauritiana]
XP_032576207.1	msaprobs_alignment_4742434	2e-258	1.8e-261	1.1e-257	chitin synthase chs-2 isoform X2 [Drosophila sechellia]
NP_730928.2	msaprobs_alignment_4742434	2e-258	1.8e-261	1.1e-257	krotzkopf verkehrt  isoform D [Drosophila melanogaster]
XP_016033300.1	msaprobs_alignment_4742434	2e-258	1.8e-261	1.1e-257	chitin synthase chs-2 isoform X2 [Drosophila simulans]
XP_033162002.1	msaprobs_alignment_4742434	2.1000000000000004e-258	1.7e-261	1e-257	chitin synthase chs-2 isoform X4 [Drosophila mauritiana]
XP_032576209.1	msaprobs_alignment_4742434	2.1000000000000004e-258	1.7e-261	1e-257	chitin synthase chs-2 isoform X4 [Drosophila sechellia]
XP_003736740.2	msaprobs_alignment_4742434	2.1000000000000004e-258	2.9e-261	1.8e-257	chitin synthase chs-2 isoform X1 [Drosophila pseudoobscura]
XP_043656734.1	msaprobs_alignment_4742434	2.2e-258	1.3e-261	7.800000000000001e-258	chitin synthase chs-2 isoform X2 [Drosophila teissieri]
XP_016931842.2	msaprobs_alignment_4742434	2.5000000000000004e-258	1.6e-261	1e-257	chitin synthase chs-2 isoform X2 [Drosophila suzukii]
XP_037728935.1	msaprobs_alignment_4742434	2.7000000000000004e-258	1.7e-261	1e-257	chitin synthase chs-2 isoform X2 [Drosophila subpulchrella]
XP_039151484.1	msaprobs_alignment_4742434	2.9000000000000004e-258	1.7e-261	1e-257	chitin synthase chs-2 isoform X4 [Drosophila simulans]
XP_034664926.1	msaprobs_alignment_4742434	3.2e-258	3.1e-261	1.8999999999999998e-257	chitin synthase chs-2 isoform X1 [Drosophila subobscura]
XP_017847430.1	msaprobs_alignment_4742434	4.8e-258	6.4e-261	3.9e-257	chitin synthase chs-2 isoform X1 [Drosophila busckii]
XP_034116463.1	msaprobs_alignment_4742434	8.200000000000001e-258	1.5e-260	9.3e-257	chitin synthase chs-2 isoform X1 [Drosophila albomicans]
XP_017847432.1	msaprobs_alignment_4742434	6.1999999999999994e-257	4.4e-260	2.7e-256	chitin synthase chs-2 isoform X2 [Drosophila busckii]
XP_034116466.1	msaprobs_alignment_4742434	9.2e-257	8.100000000000001e-260	5e-256	chitin synthase chs-2 isoform X2 [Drosophila albomicans]
XP_037728936.1	msaprobs_alignment_4742434	1.7e-256	1.0999999999999999e-259	6.499999999999999e-256	chitin synthase chs-2 isoform X3 [Drosophila subpulchrella]
XP_044570061.1	msaprobs_alignment_4742434	1.7e-256	4.4e-260	2.7e-256	chitin synthase chs-2 isoform X2 [Drosophila ananassae]
XP_033244515.1	msaprobs_alignment_4742434	6.1e-256	1.4999999999999998e-259	9.2e-256	chitin synthase chs-2 isoform X2 [Drosophila miranda]
XP_001359390.4	msaprobs_alignment_4742434	7.7e-256	2e-259	1.2e-255	chitin synthase chs-2 isoform X2 [Drosophila pseudoobscura]
XP_034664927.1	msaprobs_alignment_4742434	1.1e-255	2.8e-259	1.7e-255	chitin synthase chs-2 isoform X2 [Drosophila subobscura]
XP_033234120.1	msaprobs_alignment_4742434	3.3e-254	7.400000000000001e-258	4.5e-254	chitin synthase chs-2 isoform X3 [Drosophila pseudoobscura]
XP_037945234.1	msaprobs_alignment_4742434	3.1e-253	5.1e-257	3.1e-253	chitin synthase chs-2 isoform X1 [Teleopsis dalmanni]
XP_037945236.1	msaprobs_alignment_4742434	1.6e-252	2.5999999999999998e-256	1.6e-252	chitin synthase chs-2 isoform X2 [Teleopsis dalmanni]
XP_040158698.1	msaprobs_alignment_4742434	7e-252	5.0000000000000005e-255	3.0999999999999996e-251	chitin synthase chs-2 isoform X1 [Anopheles arabiensis]
XP_039958108.1	msaprobs_alignment_4742434	7.4e-252	5.299999999999999e-255	3.2e-251	chitin synthase chs-2 isoform X1 [Bactrocera tryoni]
XP_035796291.1	msaprobs_alignment_4742434	8.100000000000001e-252	6.4e-255	3.8999999999999995e-251	chitin synthase chs-2-like isoform X3 [Anopheles albimanus]
XP_035796289.1	msaprobs_alignment_4742434	8.600000000000001e-252	6.5e-255	4e-251	chitin synthase chs-2-like isoform X1 [Anopheles albimanus]
XP_040158708.1	msaprobs_alignment_4742434	8.9e-252	2.9e-255	1.7999999999999997e-251	chitin synthase chs-2 isoform X2 [Anopheles arabiensis]
XP_035796292.1	msaprobs_alignment_4742434	9.800000000000001e-252	6.9e-255	4.2e-251	chitin synthase chs-2-like isoform X4 [Anopheles albimanus]
XP_035796290.1	msaprobs_alignment_4742434	1e-251	7.0000000000000005e-255	4.2999999999999994e-251	chitin synthase chs-2-like isoform X2 [Anopheles albimanus]
XP_040229355.1	msaprobs_alignment_4742434	1e-251	7.499999999999999e-255	4.5999999999999996e-251	chitin synthase chs-2 isoform X3 [Anopheles coluzzii]
XP_041761197.1	msaprobs_alignment_4742434	1e-251	7.499999999999999e-255	4.5999999999999996e-251	chitin synthase chs-2 isoform X2 [Anopheles merus]
XP_321336.5	msaprobs_alignment_4742434	1e-251	7.499999999999999e-255	4.5999999999999996e-251	AGAP001748-PA [Anopheles gambiae str. PEST]
XP_040229353.1	msaprobs_alignment_4742434	1.0999999999999998e-251	7.299999999999999e-255	4.5e-251	chitin synthase chs-2 isoform X1 [Anopheles coluzzii]
XP_040229357.1	msaprobs_alignment_4742434	1.1999999999999998e-251	7.499999999999999e-255	4.5999999999999996e-251	chitin synthase chs-2 isoform X4 [Anopheles coluzzii]
XP_041761196.1	msaprobs_alignment_4742434	1.1999999999999998e-251	7.499999999999999e-255	4.5999999999999996e-251	chitin synthase chs-2 isoform X1 [Anopheles merus]
XP_035896990.1	msaprobs_alignment_4742434	1.3e-251	8.7e-255	5.3e-251	chitin synthase chs-2 isoform X3 [Anopheles stephensi]
XP_040229354.1	msaprobs_alignment_4742434	1.4e-251	8.5e-255	5.2e-251	chitin synthase chs-2 isoform X2 [Anopheles coluzzii]
XP_035896989.1	msaprobs_alignment_4742434	1.5e-251	9.3e-255	5.6e-251	chitin synthase chs-2 isoform X2 [Anopheles stephensi]
XP_035896992.1	msaprobs_alignment_4742434	1.6999999999999999e-251	9.5e-255	5.799999999999999e-251	chitin synthase chs-2 isoform X4 [Anopheles stephensi]
XP_035896988.1	msaprobs_alignment_4742434	1.6999999999999999e-251	1.0000000000000001e-254	6.0999999999999995e-251	chitin synthase chs-2 isoform X1 [Anopheles stephensi]
XP_021704897.1	msaprobs_alignment_4742434	2.4999999999999997e-251	1.8e-254	1.1e-250	uncharacterized protein LOC5575776 isoform X4 [Aedes aegypti]
XP_021704892.1	msaprobs_alignment_4742434	2.6999999999999997e-251	2.8000000000000002e-254	1.7e-250	uncharacterized protein LOC5575776 isoform X2 [Aedes aegypti]
XP_037039689.1	msaprobs_alignment_4742434	3.3999999999999998e-251	5.3e-254	3.2e-250	chitin synthase chs-2 isoform X3 [Bradysia coprophila]
XP_037039686.1	msaprobs_alignment_4742434	3.599999999999999e-251	5e-254	3.1e-250	chitin synthase chs-2 isoform X1 [Bradysia coprophila]
XP_037039691.1	msaprobs_alignment_4742434	3.599999999999999e-251	4.1e-254	2.4999999999999998e-250	chitin synthase chs-2 isoform X5 [Bradysia coprophila]
XP_021704893.1	msaprobs_alignment_4742434	4.5999999999999996e-251	3.2e-254	2e-250	uncharacterized protein LOC5575776 isoform X3 [Aedes aegypti]
XP_021704891.1	msaprobs_alignment_4742434	4.9e-251	3.6e-254	2.2e-250	uncharacterized protein LOC5575776 isoform X1 [Aedes aegypti]
XP_039958116.1	msaprobs_alignment_4742434	1e-250	6.6e-254	4e-250	chitin synthase chs-2 isoform X2 [Bactrocera tryoni]
XP_038117593.1	msaprobs_alignment_4742434	2.7999999999999997e-250	2.2000000000000003e-253	1.4000000000000002e-249	chitin synthase chs-2 isoform X1 [Culex quinquefasciatus]
XP_038117595.1	msaprobs_alignment_4742434	4.9e-250	3.4000000000000005e-253	2.1000000000000002e-249	chitin synthase chs-2 isoform X2 [Culex quinquefasciatus]
XP_037922524.1	msaprobs_alignment_4742434	1.3000000000000001e-249	3.1e-253	1.9e-249	chitin synthase chs-2 isoform X1 [Hermetia illucens]
XP_037039688.1	msaprobs_alignment_4742434	2.8000000000000004e-249	6.6e-253	4e-249	chitin synthase chs-2 isoform X2 [Bradysia coprophila]
XP_037039690.1	msaprobs_alignment_4742434	3.4000000000000003e-249	8e-253	4.9e-249	chitin synthase chs-2 isoform X4 [Bradysia coprophila]
XP_026826954.1	msaprobs_alignment_4742434	9.8e-249	1.1e-250	6.6e-247	chitin synthase chs-2 [Ooceraea biroi]
XP_033209263.1	msaprobs_alignment_4742434	2.8e-248	2e-251	1.1999999999999999e-247	chitin synthase chs-2 isoform X1 [Belonocnema treatae]
XP_033209264.1	msaprobs_alignment_4742434	6.100000000000001e-248	4.399999999999999e-251	2.6999999999999998e-247	chitin synthase chs-2 isoform X2 [Belonocnema treatae]
XP_011157244.1	msaprobs_alignment_4742434	7.8e-248	2.3999999999999996e-251	1.5e-247	chitin synthase chs-2 isoform X1 [Solenopsis invicta]
XP_012526631.1	msaprobs_alignment_4742434	1e-247	8.099999999999999e-251	4.9e-247	chitin synthase chs-2 [Monomorium pharaonis]
XP_037922525.1	msaprobs_alignment_4742434	1.1e-247	2.8e-251	1.7e-247	chitin synthase chs-2 isoform X2 [Hermetia illucens]
XP_011157245.1	msaprobs_alignment_4742434	2.9e-247	2.2e-250	1.3000000000000002e-246	chitin synthase chs-2 isoform X2 [Solenopsis invicta]
XP_016770736.1	msaprobs_alignment_4742434	4.1e-247	1.2e-250	7.1e-247	chitin synthase chs-2 isoform X1 [Apis mellifera]
XP_006563373.1	msaprobs_alignment_4742434	4.1999999999999996e-247	2.4999999999999998e-250	1.5e-246	chitin synthase chs-2 isoform X4 [Apis mellifera]
XP_043674138.1	msaprobs_alignment_4742434	6.099999999999999e-247	2.7999999999999997e-250	1.7e-246	chitin synthase chs-2 isoform X2 [Vespula pensylvanica]
XP_016770738.1	msaprobs_alignment_4742434	1.2000000000000002e-246	9.8e-250	6e-246	chitin synthase chs-2 isoform X3 [Apis mellifera]
XP_043284738.1	msaprobs_alignment_4742434	1.6e-246	1.4000000000000002e-249	8.600000000000001e-246	chitin synthase chs-2 isoform X1 [Venturia canescens]
XP_043674148.1	msaprobs_alignment_4742434	1.8e-246	1.1000000000000001e-249	6.5e-246	chitin synthase chs-2 isoform X3 [Vespula pensylvanica]
XP_043593508.1	msaprobs_alignment_4742434	3.8000000000000003e-246	3.3000000000000005e-249	2e-245	chitin synthase chs-2 isoform X2 [Bombus pyrosoma]
XP_012168812.1	msaprobs_alignment_4742434	5.3e-246	4.4000000000000005e-249	2.7e-245	uncharacterized protein LOC100647512 isoform X2 [Bombus terrestris]
XP_044580778.1	msaprobs_alignment_4742434	5.9e-246	4.3e-249	2.5999999999999997e-245	chitin synthase chs-2 isoform X1 [Cotesia glomerata]
XP_031789391.1	msaprobs_alignment_4742434	7.600000000000001e-246	2.1e-244	1.3e-240	chitin synthase chs-2 isoform X2 [Nasonia vitripennis]
XP_043593509.1	msaprobs_alignment_4742434	1.7e-245	1e-248	6.3e-245	chitin synthase chs-2 isoform X3 [Bombus pyrosoma]
XP_044580779.1	msaprobs_alignment_4742434	2.2999999999999998e-245	1.7000000000000001e-248	1e-244	chitin synthase chs-2 isoform X2 [Cotesia glomerata]
XP_044020427.1	msaprobs_alignment_4742434	3.4999999999999998e-245	3.2e-248	2e-244	chitin synthase chs-2 isoform X2 [Aphidius gifuensis]
NP_001034491.1	msaprobs_alignment_4742434	4e-245	2.5e-248	1.5e-244	chitin synthase 1 [Tribolium castaneum]
XP_008194188.1	msaprobs_alignment_4742434	1e-244	1e-247	6.4e-244	PREDICTED: chitin synthase 1 isoform X1 [Tribolium castaneum]
XP_044020426.1	msaprobs_alignment_4742434	1.7e-244	1.6e-247	9.799999999999999e-244	chitin synthase chs-2 isoform X1 [Aphidius gifuensis]
XP_008215129.1	msaprobs_alignment_4742434	2.9999999999999995e-244	4.9e-247	2.9999999999999996e-243	chitin synthase chs-2 isoform X1 [Nasonia vitripennis]
XP_035445858.1	msaprobs_alignment_4742434	3.6999999999999996e-244	9e-248	5.5e-244	chitin synthase chs-2-like isoform X3 [Spodoptera frugiperda]
XP_035445855.1	msaprobs_alignment_4742434	5.4e-244	1.3e-247	7.8e-244	chitin synthase chs-2-like isoform X1 [Spodoptera frugiperda]
XP_043674157.1	msaprobs_alignment_4742434	5.6999999999999994e-244	2e-247	1.1999999999999998e-243	chitin synthase chs-2 isoform X4 [Vespula pensylvanica]
XP_043674130.1	msaprobs_alignment_4742434	5.899999999999999e-244	1.7e-247	9.999999999999999e-244	chitin synthase chs-2 isoform X1 [Vespula pensylvanica]
XP_035445859.1	msaprobs_alignment_4742434	6.3e-244	1.5e-247	8.999999999999999e-244	chitin synthase chs-2-like isoform X4 [Spodoptera frugiperda]
XP_035445857.1	msaprobs_alignment_4742434	9.2e-244	2.0999999999999998e-247	1.3e-243	chitin synthase chs-2-like isoform X2 [Spodoptera frugiperda]
XP_043674167.1	msaprobs_alignment_4742434	1.1999999999999998e-243	7.2e-247	4.4e-243	chitin synthase chs-2 isoform X5 [Vespula pensylvanica]
XP_021206755.2	msaprobs_alignment_4742434	1.7e-243	3.8e-247	2.2999999999999997e-243	chitin synthase A isoform X2 [Bombyx mori]
XP_037877647.1	msaprobs_alignment_4742434	1.7e-243	3.8e-247	2.2999999999999997e-243	chitin synthase A isoform X4 [Bombyx mori]
XP_037877645.1	msaprobs_alignment_4742434	3.1e-243	7.4e-247	4.4999999999999997e-243	chitin synthase A isoform X1 [Bombyx mori]
XP_037877646.1	msaprobs_alignment_4742434	3.1e-243	7.299999999999999e-247	4.4e-243	chitin synthase A isoform X3 [Bombyx mori]
XP_026727306.1	msaprobs_alignment_4742434	6.1e-243	1.6e-246	1e-242	chitin synthase chs-2 [Trichoplusia ni]
XP_038211599.1	msaprobs_alignment_4742434	8.2e-243	5.4e-246	3.3e-242	chitin synthase chs-2 isoform X2 [Zerene cesonia]
XP_038211617.1	msaprobs_alignment_4742434	8.499999999999999e-243	5.7e-246	3.5e-242	chitin synthase chs-2 isoform X4 [Zerene cesonia]
XP_043593510.1	msaprobs_alignment_4742434	1.1e-242	6.1e-246	3.6999999999999996e-242	chitin synthase chs-2 isoform X4 [Bombus pyrosoma]
XP_043593507.1	msaprobs_alignment_4742434	1.4e-242	6.3e-246	3.799999999999999e-242	chitin synthase chs-2 isoform X1 [Bombus pyrosoma]
XP_016770737.1	msaprobs_alignment_4742434	1.6999999999999998e-242	4.4e-246	2.7e-242	chitin synthase chs-2 isoform X2 [Apis mellifera]
XP_012168806.1	msaprobs_alignment_4742434	3.3e-242	1.6e-245	9.8e-242	uncharacterized protein LOC100647512 isoform X1 [Bombus terrestris]
XP_026299522.1	msaprobs_alignment_4742434	4.299999999999999e-242	1.1e-245	6.799999999999999e-242	chitin synthase chs-2 isoform X6 [Apis mellifera]
XP_043593514.1	msaprobs_alignment_4742434	8.5e-242	1.7e-245	1e-241	chitin synthase chs-2 isoform X5 [Bombus pyrosoma]
XP_037297643.1	msaprobs_alignment_4742434	2.6e-241	6.3e-245	3.8e-241	LOW QUALITY PROTEIN: chitin synthase chs-2 [Manduca sexta]
XP_039279564.1	msaprobs_alignment_4742434	3.9e-241	2.5999999999999998e-244	1.6e-240	chitin synthase chs-2 isoform X1 [Nilaparvata lugens]
XP_044743566.1	msaprobs_alignment_4742434	4.3e-241	6.9999999999999995e-245	4.3e-241	chitin synthase chs-2 [Chrysoperla carnea]
XP_041976394.1	msaprobs_alignment_4742434	8e-241	1.8e-244	1.1e-240	chitin synthase chs-2 isoform X2 [Aricia agestis]
XP_044753058.1	msaprobs_alignment_4742434	1.1e-240	8.4e-244	5.1e-240	chitin synthase chs-2 isoform X1 [Coccinella septempunctata]
XP_039279566.1	msaprobs_alignment_4742434	1.3e-240	4e-244	2.4999999999999997e-240	chitin synthase chs-2 isoform X2 [Nilaparvata lugens]
XP_032510524.1	msaprobs_alignment_4742434	2.3e-240	5.4e-244	3.2999999999999996e-240	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Danaus plexippus plexippus]
XP_032792018.1	msaprobs_alignment_4742434	2.4999999999999997e-240	1.7999999999999998e-243	1.1e-239	chitin synthase chs-2-like isoform X2 [Daphnia magna]
XP_032792014.1	msaprobs_alignment_4742434	2.6999999999999997e-240	2.9e-243	1.7e-239	chitin synthase chs-2-like isoform X1 [Daphnia magna]
XP_041976387.1	msaprobs_alignment_4742434	2.8999999999999996e-240	6.4e-244	3.8999999999999996e-240	chitin synthase chs-2 isoform X1 [Aricia agestis]
XP_044753059.1	msaprobs_alignment_4742434	3e-240	2.5e-243	1.5e-239	chitin synthase chs-2 isoform X2 [Coccinella septempunctata]
XP_038211591.1	msaprobs_alignment_4742434	3.6e-240	8.7e-244	5.3e-240	chitin synthase chs-2 isoform X1 [Zerene cesonia]
XP_038211608.1	msaprobs_alignment_4742434	3.8999999999999996e-240	9.2e-244	5.6e-240	chitin synthase chs-2 isoform X3 [Zerene cesonia]
XP_039764506.1	msaprobs_alignment_4742434	4.4e-239	1.1e-242	6.6999999999999995e-239	chitin synthase chs-2 [Pararge aegeria]
XP_016767448.1	msaprobs_alignment_4742434	2.3e-238	3.799999999999999e-242	2.3e-238	chitin synthase chs-2 [Apis mellifera]
XP_043284739.1	msaprobs_alignment_4742434	7.8e-238	7.1e-241	4.4e-237	chitin synthase chs-2 isoform X2 [Venturia canescens]
XP_039312563.1	msaprobs_alignment_4742434	2.0999999999999998e-237	1.6e-240	9.5e-237	chitin synthase chs-2 isoform X3 [Solenopsis invicta]
XP_035658099.1	msaprobs_alignment_4742434	2.3999999999999998e-235	4.8e-239	2.8999999999999997e-235	chitin synthase chs-1-like [Branchiostoma floridae]
XP_037510392.1	msaprobs_alignment_4742434	3.1e-235	2.4000000000000002e-238	1.4e-234	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Rhipicephalus sanguineus]
XP_037268094.1	msaprobs_alignment_4742434	3.2999999999999996e-235	3.3e-238	2e-234	chitin synthase chs-2-like [Rhipicephalus microplus]
XP_026813153.1	msaprobs_alignment_4742434	3.6e-235	5.9e-239	3.6e-235	chitin synthase chs-2 [Rhopalosiphum maidis]
XP_037510394.1	msaprobs_alignment_4742434	3.9e-235	4.2e-238	2.6e-234	chitin synthase chs-2-like [Rhipicephalus sanguineus]
XP_003247517.1	msaprobs_alignment_4742434	8e-235	1.3e-238	8e-235	chitin synthase chs-2 [Acyrthosiphon pisum]
XP_037877648.1	msaprobs_alignment_4742434	9.5e-234	1.8e-237	1.1e-233	chitin synthase A isoform X5 [Bombyx mori]
XP_037563363.1	msaprobs_alignment_4742434	1.1e-233	1.1e-236	6.7999999999999995e-233	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Dermacentor silvarum]
XP_040583648.1	msaprobs_alignment_4742434	9.000000000000001e-228	1.8999999999999998e-231	1.1000000000000001e-227	chitin synthase chs-2-like [Lepeophtheirus salmonis]
XP_037776976.1	msaprobs_alignment_4742434	2.6e-224	5.4e-228	3.3e-224	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Penaeus monodon]
XP_032799432.1	msaprobs_alignment_4742434	5.1e-224	1.1000000000000001e-227	6.9e-224	chitin synthase chs-2-like [Daphnia magna]
XP_039765061.1	msaprobs_alignment_4742434	8.3e-223	1.3999999999999999e-226	8.3e-223	chitin synthase chs-2-like [Pararge aegeria]
XP_032529650.1	msaprobs_alignment_4742434	1.6e-219	2.6e-223	1.6e-219	chitin synthase chs-2-like [Danaus plexippus plexippus]
XP_038212848.1	msaprobs_alignment_4742434	6.1e-219	9.999999999999999e-223	6.1e-219	chitin synthase chs-2-like [Zerene cesonia]
XP_041976405.1	msaprobs_alignment_4742434	5.200000000000001e-218	1.1999999999999999e-221	7.5e-218	chitin synthase chs-2-like [Aricia agestis]
XP_037866580.1	msaprobs_alignment_4742434	1.6999999999999999e-217	4.1e-221	2.4999999999999997e-217	chitin synthase chs-2 [Bombyx mori]
XP_026727307.1	msaprobs_alignment_4742434	2.4999999999999997e-217	5.599999999999999e-221	3.3999999999999998e-217	chitin synthase chs-2-like [Trichoplusia ni]
XP_035445780.1	msaprobs_alignment_4742434	1.3000000000000001e-216	3.3e-220	2e-216	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Spodoptera frugiperda]
XP_008215122.2	msaprobs_alignment_4742434	4.9000000000000005e-213	1.2e-216	7.300000000000001e-213	chitin synthase chs-2 [Nasonia vitripennis]
XP_039312304.1	msaprobs_alignment_4742434	4.3e-211	9.4e-215	5.7e-211	chitin synthase chs-2 [Solenopsis invicta]
NP_001034492.1	msaprobs_alignment_4742434	4.8e-211	1.1e-214	6.4000000000000006e-211	chitin synthase 2 [Tribolium castaneum]
XP_041374805.1	msaprobs_alignment_4742434	1.3000000000000001e-210	5.000000000000001e-214	3.1e-210	chitin synthase chs-2-like [Gigantopelta aegis]
XP_044020795.1	msaprobs_alignment_4742434	9.999999999999999e-210	2.3e-213	1.4e-209	chitin synthase chs-2-like isoform X2 [Aphidius gifuensis]
XP_020721094.1	msaprobs_alignment_4742434	2.4e-209	3.9e-213	2.4e-209	uncharacterized protein LOC100651910 [Bombus terrestris]
XP_043578920.1	msaprobs_alignment_4742434	2e-208	3.2e-212	2e-208	chitin synthase chs-2-like isoform X1 [Bombus pyrosoma]
XP_043578934.1	msaprobs_alignment_4742434	2.5e-208	4.1e-212	2.5e-208	chitin synthase chs-2-like isoform X3 [Bombus pyrosoma]
XP_043578928.1	msaprobs_alignment_4742434	2.6999999999999997e-208	4.5e-212	2.6999999999999997e-208	chitin synthase chs-2-like isoform X2 [Bombus pyrosoma]
XP_321951.2	msaprobs_alignment_4742434	2.9e-208	4.8e-212	2.9e-208	AGAP001205-PA [Anopheles gambiae str. PEST]
XP_040155896.1	msaprobs_alignment_4742434	3.7999999999999997e-208	6.2e-212	3.7999999999999997e-208	chitin synthase chs-2-like [Anopheles arabiensis]
XP_033232103.1	msaprobs_alignment_4742434	5.599999999999999e-208	1.2e-211	7.599999999999999e-208	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Belonocnema treatae]
XP_040226936.1	msaprobs_alignment_4742434	7.8e-208	4.600000000000001e-211	2.8e-207	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Anopheles coluzzii]
XP_033728979.1	msaprobs_alignment_4742434	8.8e-208	5.1e-211	3.1e-207	chitin synthase chs-2-like [Pecten maximus]
XP_041763561.1	msaprobs_alignment_4742434	3.3e-207	8.9e-211	5.5000000000000004e-207	chitin synthase chs-2-like [Anopheles merus]
XP_044020793.1	msaprobs_alignment_4742434	3.9e-207	8.100000000000001e-211	4.9e-207	chitin synthase chs-2-like isoform X1 [Aphidius gifuensis]
XP_025078145.1	msaprobs_alignment_4742434	5.1e-207	1.1000000000000001e-210	7e-207	LOW QUALITY PROTEIN: chitin synthase chs-2-like [Pomacea canaliculata]
XP_044596133.1	msaprobs_alignment_4742434	5.5000000000000004e-207	1.2e-210	7.5e-207	chitin synthase chs-2-like [Cotesia glomerata]
XP_035896926.1	msaprobs_alignment_4742434	4e-206	1.1e-209	6.5e-206	chitin synthase chs-2-like isoform X3 [Anopheles stephensi]
XP_001651163.1	msaprobs_alignment_4742434	6.199999999999999e-206	1.3000000000000002e-209	8.099999999999999e-206	uncharacterized protein LOC5566760 [Aedes aegypti]
XP_035896924.1	msaprobs_alignment_4742434	1.5e-205	4.1000000000000003e-209	2.5e-205	chitin synthase chs-2-like isoform X1 [Anopheles stephensi]
XP_035896925.1	msaprobs_alignment_4742434	1.8e-205	4.9e-209	3e-205	chitin synthase chs-2-like isoform X2 [Anopheles stephensi]
XP_016770740.1	msaprobs_alignment_4742434	4e-205	2.4e-190	1.4000000000000001e-186	chitin synthase chs-2 isoform X5 [Apis mellifera]
XP_033728584.1	msaprobs_alignment_4742434	4.9e-205	8.1e-209	4.9e-205	chitin synthase chs-2-like isoform X2 [Pecten maximus]
XP_033728583.1	msaprobs_alignment_4742434	6.4e-205	1.1e-208	6.4e-205	chitin synthase chs-2-like isoform X1 [Pecten maximus]
XP_038118969.1	msaprobs_alignment_4742434	4e-204	9.099999999999999e-208	5.6e-204	chitin synthase chs-2 [Culex quinquefasciatus]
XP_037908007.1	msaprobs_alignment_4742434	1.1e-203	1.7e-207	1.1e-203	chitin synthase chs-2 [Hermetia illucens]
NP_001245291.1	msaprobs_alignment_4742434	1.6e-203	9.000000000000001e-187	5.5e-183	chitin synthase A [Bombyx mori]
XP_043284265.1	msaprobs_alignment_4742434	4.4e-203	8.9e-207	5.5e-203	chitin synthase chs-2-like [Venturia canescens]
