#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_023116761.1       -           1278 Chitin_synth_2       PF03142.18   527   7.4e-33  123.2   6.3   2   2     0.018   1.1e+02   10.5   8.9   408   493   900   986   885  1006 0.65 chitin synthase chs-2-like [Amphiprion ocellaris]
XP_035825069.1       -           2243 Chitin_synth_2       PF03142.18   527   3.3e-32  121.1   1.6   1   2   7.2e-30   4.4e-26  100.9   0.0   197   442  1382  1616  1326  1628 0.78 chitin synthase chs-2 [Aplysia californica]
XP_035825069.1       -           2243 Chitin_synth_2       PF03142.18   527   3.3e-32  121.1   1.6   2   2   0.00015      0.94   17.3   2.3   402   511  1628  1739  1617  1752 0.63 chitin synthase chs-2 [Aplysia californica]
XP_014832381.1       -            812 Chitin_synth_2       PF03142.18   527   4.5e-32  120.6   1.4   1   2     2e-28   1.2e-24   96.1   0.0   203   426   177   388   124   414 0.84 PREDICTED: uncharacterized protein LOC106910296 [Poecilia mexicana]
XP_014832381.1       -            812 Chitin_synth_2       PF03142.18   527   4.5e-32  120.6   1.4   2   2   4.8e-05      0.29   19.0   4.7   406   525   421   545   403   548 0.65 PREDICTED: uncharacterized protein LOC106910296 [Poecilia mexicana]
XP_017303059.1       -           1196 Chitin_synth_2       PF03142.18   527     5e-32  120.5  14.8   1   3   1.1e-26     7e-23   90.3   0.0   204   418   299   501   291   527 0.84 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Diaphorina citri]
XP_017303059.1       -           1196 Chitin_synth_2       PF03142.18   527     5e-32  120.5  14.8   2   3    0.0022        14   13.5   6.8   401   502   537   640   513   645 0.79 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Diaphorina citri]
XP_017303059.1       -           1196 Chitin_synth_2       PF03142.18   527     5e-32  120.5  14.8   3   3   2.9e-05      0.17   19.7   1.6   406   507   645   747   640   758 0.81 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Diaphorina citri]
XP_023270455.1       -            974 Chitin_synth_2       PF03142.18   527   5.3e-32  120.4   8.2   1   2   8.3e-31     5e-27  104.0   0.0   200   440   330   555   231   570 0.80 uncharacterized protein LOC111661195 [Seriola lalandi dorsalis]
XP_023270455.1       -            974 Chitin_synth_2       PF03142.18   527   5.3e-32  120.4   8.2   2   2    0.0029        18   13.1   9.7   392   499   565   676   558   699 0.60 uncharacterized protein LOC111661195 [Seriola lalandi dorsalis]
XP_046547881.1       -           1175 Chitin_synth_2       PF03142.18   527     1e-31  119.4   2.1   1   2   4.8e-29     3e-25   98.1   0.0   200   452   272   510   232   531 0.77 chitin synthase chs-2-like [Haliotis rubra]
XP_046547881.1       -           1175 Chitin_synth_2       PF03142.18   527     1e-31  119.4   2.1   2   2   4.4e-05      0.27   19.1   2.3   408   510   526   627   507   642 0.69 chitin synthase chs-2-like [Haliotis rubra]
XP_038581355.1       -           1278 Chitin_synth_2       PF03142.18   527   1.2e-31  119.2   5.3   1   2   1.1e-28   6.9e-25   96.9   0.0   203   439   627   851   615   880 0.83 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Micropterus salmoides]
XP_038581355.1       -           1278 Chitin_synth_2       PF03142.18   527   1.2e-31  119.2   5.3   2   2   4.5e-05      0.28   19.0   5.9   406   524   871   992   856   995 0.64 LOW QUALITY PROTEIN: chitin synthase chs-1-like [Micropterus salmoides]
XP_026327265.1       -           1543 Chitin_synth_2       PF03142.18   527   1.3e-31  119.1   9.5   1   2   8.7e-29   5.3e-25   97.3   3.4   203   445   724   954   689   987 0.79 chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_026327265.1       -           1543 Chitin_synth_2       PF03142.18   527   1.3e-31  119.1   9.5   2   2   5.7e-06     0.035   22.0   6.8   377   509   945  1074   939  1094 0.65 chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_026327273.1       -           1543 Chitin_synth_2       PF03142.18   527   1.3e-31  119.1   9.5   1   2   8.7e-29   5.3e-25   97.3   3.4   203   445   724   954   689   987 0.79 chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_026327273.1       -           1543 Chitin_synth_2       PF03142.18   527   1.3e-31  119.1   9.5   2   2   5.7e-06     0.035   22.0   6.8   377   509   945  1074   939  1094 0.65 chitin synthase chs-2-like [Hyposmocoma kahamanoa]
XP_016533008.1       -            393 Chitin_synth_2       PF03142.18   527   2.1e-31  118.4   8.9   1   2   7.5e-31   4.6e-27  104.1   0.0   203   444    28   259    19   267 0.84 PREDICTED: chitin synthase 8-like [Poecilia formosa]
XP_016533008.1       -            393 Chitin_synth_2       PF03142.18   527   2.1e-31  118.4   8.9   2   2     0.012        76   11.0  10.4   408   491   274   361   258   377 0.68 PREDICTED: chitin synthase 8-like [Poecilia formosa]
XP_048744160.1       -           1392 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   1   2   5.6e-31   3.4e-27  104.5   0.2   160   426   654   917   644   966 0.74 chitin synthase-like isoform X3 [Ostrea edulis]
XP_048744160.1       -           1392 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   2   2    0.0061        37   12.0   0.4   436   509   983  1063   934  1074 0.65 chitin synthase-like isoform X3 [Ostrea edulis]
XP_048744165.1       -           1375 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   1   2   5.6e-31   3.4e-27  104.5   0.2   160   426   637   900   627   949 0.74 chitin synthase-like isoform X5 [Ostrea edulis]
XP_048744165.1       -           1375 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   2   2    0.0062        38   12.0   0.5   436   509   966  1046   916  1057 0.64 chitin synthase-like isoform X5 [Ostrea edulis]
XP_048744166.1       -           1375 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   1   2   5.6e-31   3.4e-27  104.5   0.2   160   426   637   900   627   949 0.74 chitin synthase-like isoform X5 [Ostrea edulis]
XP_048744166.1       -           1375 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   2   2    0.0062        38   12.0   0.5   436   509   966  1046   916  1057 0.64 chitin synthase-like isoform X5 [Ostrea edulis]
XP_048744161.1       -           1376 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   1   2   5.6e-31   3.4e-27  104.5   0.2   160   426   638   901   628   950 0.74 chitin synthase-like isoform X4 [Ostrea edulis]
XP_048744161.1       -           1376 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   2   2    0.0062        38   12.0   0.5   436   509   967  1047   917  1058 0.64 chitin synthase-like isoform X4 [Ostrea edulis]
XP_048744162.1       -           1376 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   1   2   5.6e-31   3.4e-27  104.5   0.2   160   426   638   901   628   950 0.74 chitin synthase-like isoform X4 [Ostrea edulis]
XP_048744162.1       -           1376 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   2   2    0.0062        38   12.0   0.5   436   509   967  1047   917  1058 0.64 chitin synthase-like isoform X4 [Ostrea edulis]
XP_048744164.1       -           1376 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   1   2   5.6e-31   3.4e-27  104.5   0.2   160   426   638   901   628   950 0.74 chitin synthase-like isoform X4 [Ostrea edulis]
XP_048744164.1       -           1376 Chitin_synth_2       PF03142.18   527   2.3e-31  118.3   1.3   2   2    0.0062        38   12.0   0.5   436   509   967  1047   917  1058 0.64 chitin synthase-like isoform X4 [Ostrea edulis]
XP_014883902.1       -            393 Chitin_synth_2       PF03142.18   527   2.4e-31  118.3   8.5   1   2   7.8e-31   4.7e-27  104.1   0.0   203   444    28   259    19   265 0.84 PREDICTED: chitin synthase 1-like [Poecilia latipinna]
XP_014883902.1       -            393 Chitin_synth_2       PF03142.18   527   2.4e-31  118.3   8.5   2   2     0.014        86   10.8  10.1   407   491   273   361   258   377 0.70 PREDICTED: chitin synthase 1-like [Poecilia latipinna]
XP_048744159.1       -           1433 Chitin_synth_2       PF03142.18   527   2.6e-31  118.2   1.3   1   2   5.9e-31   3.6e-27  104.5   0.2   160   426   695   958   685  1007 0.74 chitin synthase-like isoform X2 [Ostrea edulis]
XP_048744159.1       -           1433 Chitin_synth_2       PF03142.18   527   2.6e-31  118.2   1.3   2   2    0.0063        38   12.0   0.4   436   509  1024  1104   975  1115 0.65 chitin synthase-like isoform X2 [Ostrea edulis]
XP_048744158.1       -           1434 Chitin_synth_2       PF03142.18   527   2.6e-31  118.1   1.3   1   2   5.9e-31   3.6e-27  104.5   0.2   160   426   696   959   686  1008 0.74 chitin synthase-like isoform X1 [Ostrea edulis]
XP_048744158.1       -           1434 Chitin_synth_2       PF03142.18   527   2.6e-31  118.1   1.3   2   2    0.0063        38   12.0   0.4   436   509  1025  1105   976  1116 0.65 chitin synthase-like isoform X1 [Ostrea edulis]
XP_051245639.1       -           1287 Chitin_synth_2       PF03142.18   527   4.3e-31  117.4   1.5   1   2   6.5e-29     4e-25   97.7   0.0   203   452   656   892   645   918 0.81 chitin synthase chs-1-like [Dicentrarchus labrax]
XP_051245639.1       -           1287 Chitin_synth_2       PF03142.18   527   4.3e-31  117.4   1.5   2   2   0.00017         1   17.2   2.6   408   507   902  1007   886  1021 0.62 chitin synthase chs-1-like [Dicentrarchus labrax]
XP_048258557.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   1   2   7.9e-31   4.8e-27  104.0   0.0   159   423   902  1160   892  1173 0.79 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258557.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   2   2    0.0019        11   13.7   2.0   404   509  1199  1302  1177  1317 0.65 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258559.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   1   2   7.9e-31   4.8e-27  104.0   0.0   159   423   902  1160   892  1173 0.79 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258559.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   2   2    0.0019        11   13.7   2.0   404   509  1199  1302  1177  1317 0.65 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258560.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   1   2   7.9e-31   4.8e-27  104.0   0.0   159   423   902  1160   892  1173 0.79 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258560.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   2   2    0.0019        11   13.7   2.0   404   509  1199  1302  1177  1317 0.65 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258561.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   1   2   7.9e-31   4.8e-27  104.0   0.0   159   423   902  1160   892  1173 0.79 chitin synthase chs-2-like [Haliotis rufescens]
XP_048258561.1       -           1691 Chitin_synth_2       PF03142.18   527   6.6e-31  116.8   6.2   2   2    0.0019        11   13.7   2.0   404   509  1199  1302  1177  1317 0.65 chitin synthase chs-2-like [Haliotis rufescens]
XP_022919013.1       -           1555 Chitin_synth_2       PF03142.18   527   7.4e-31  116.6   0.6   1   2   4.6e-27   2.8e-23   91.6   0.0   203   419   727   931   684   962 0.79 uncharacterized protein LOC111427889 isoform X1 [Onthophagus taurus]
XP_022919013.1       -           1555 Chitin_synth_2       PF03142.18   527   7.4e-31  116.6   0.6   2   2   5.6e-06     0.034   22.0   0.6   400   518   965  1085   951  1090 0.80 uncharacterized protein LOC111427889 isoform X1 [Onthophagus taurus]
XP_022919015.1       -           1614 Chitin_synth_2       PF03142.18   527   8.3e-31  116.5   0.6   1   2   4.9e-27     3e-23   91.5   0.0   203   419   727   931   684   962 0.79 uncharacterized protein LOC111427889 isoform X2 [Onthophagus taurus]
XP_022919015.1       -           1614 Chitin_synth_2       PF03142.18   527   8.3e-31  116.5   0.6   2   2   5.8e-06     0.036   22.0   0.6   400   518   965  1085   951  1090 0.80 uncharacterized protein LOC111427889 isoform X2 [Onthophagus taurus]
XP_035536770.1       -            856 Chitin_synth_2       PF03142.18   527   1.1e-30  116.1   4.2   1   2   2.8e-29   1.7e-25   98.9   0.3   203   454   225   463   181   488 0.80 chitin synthase chs-1-like [Morone saxatilis]
XP_035536770.1       -            856 Chitin_synth_2       PF03142.18   527   1.1e-30  116.1   4.2   2   2   0.00054       3.3   15.5   4.6   406   499   469   568   455   589 0.64 chitin synthase chs-1-like [Morone saxatilis]
XP_051245640.1       -           1287 Chitin_synth_2       PF03142.18   527   1.1e-30  116.0   2.0   1   2   1.5e-28   8.9e-25   96.6   0.1   203   453   656   893   612   918 0.82 chitin synthase chs-1-like [Dicentrarchus labrax]
XP_051245640.1       -           1287 Chitin_synth_2       PF03142.18   527   1.1e-30  116.0   2.0   2   2   0.00015      0.91   17.3   3.1   406   508   900  1008   886  1022 0.63 chitin synthase chs-1-like [Dicentrarchus labrax]
XP_043505452.1       -           1561 Chitin_synth_2       PF03142.18   527   1.2e-30  116.0   8.2   1   2   1.2e-26     7e-23   90.3   0.1   203   440   738   968   688   970 0.75 chitin synthase chs-2 isoform X1 [Polistes fuscatus]
XP_043505452.1       -           1561 Chitin_synth_2       PF03142.18   527   1.2e-30  116.0   8.2   2   2   6.5e-07     0.004   25.1   7.5   376   517   958  1095   952  1100 0.72 chitin synthase chs-2 isoform X1 [Polistes fuscatus]
XP_043505453.1       -           1561 Chitin_synth_2       PF03142.18   527   1.2e-30  116.0   8.2   1   2   1.2e-26     7e-23   90.3   0.1   203   440   738   968   688   970 0.75 chitin synthase chs-2 isoform X1 [Polistes fuscatus]
XP_043505453.1       -           1561 Chitin_synth_2       PF03142.18   527   1.2e-30  116.0   8.2   2   2   6.5e-07     0.004   25.1   7.5   376   517   958  1095   952  1100 0.72 chitin synthase chs-2 isoform X1 [Polistes fuscatus]
XP_019617656.1       -           1461 Chitin_synth_2       PF03142.18   527   1.4e-30  115.8   0.7   1   2   1.1e-30   6.9e-27  103.5   0.1   204   458   807  1047   800  1064 0.80 PREDICTED: uncharacterized protein LOC109464978 [Branchiostoma belcheri]
XP_019617656.1       -           1461 Chitin_synth_2       PF03142.18   527   1.4e-30  115.8   0.7   2   2     0.021   1.3e+02   10.2   0.0   433   494  1165  1226  1151  1239 0.82 PREDICTED: uncharacterized protein LOC109464978 [Branchiostoma belcheri]
XP_046337442.2       -           1631 Chitin_synth_2       PF03142.18   527   2.2e-30  115.1   3.5   1   2   9.8e-30     6e-26  100.4   0.2   203   461   748   992   703  1011 0.76 chitin synthase chs-1-like [Haliotis rufescens]
XP_046337442.2       -           1631 Chitin_synth_2       PF03142.18   527   2.2e-30  115.1   3.5   2   2    0.0075        46   11.7   5.3   411   506  1000  1095   974  1107 0.67 chitin synthase chs-1-like [Haliotis rufescens]
XP_048245327.1       -           1631 Chitin_synth_2       PF03142.18   527   2.2e-30  115.1   3.5   1   2   9.8e-30     6e-26  100.4   0.2   203   461   748   992   703  1011 0.76 chitin synthase chs-1-like [Haliotis rufescens]
XP_048245327.1       -           1631 Chitin_synth_2       PF03142.18   527   2.2e-30  115.1   3.5   2   2    0.0075        46   11.7   5.3   411   506  1000  1095   974  1107 0.67 chitin synthase chs-1-like [Haliotis rufescens]
XP_048245328.1       -           1631 Chitin_synth_2       PF03142.18   527   2.2e-30  115.1   3.5   1   2   9.8e-30     6e-26  100.4   0.2   203   461   748   992   703  1011 0.76 chitin synthase chs-1-like [Haliotis rufescens]
XP_048245328.1       -           1631 Chitin_synth_2       PF03142.18   527   2.2e-30  115.1   3.5   2   2    0.0075        46   11.7   5.3   411   506  1000  1095   974  1107 0.67 chitin synthase chs-1-like [Haliotis rufescens]
XP_037330707.1       -            791 Chitin_synth_2       PF03142.18   527   2.3e-30  115.0   3.4   1   2     6e-29   3.7e-25   97.8   0.0   188   438   170   408   141   428 0.85 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Pungitius pungitius]
XP_037330707.1       -            791 Chitin_synth_2       PF03142.18   527   2.3e-30  115.0   3.4   2   2   0.00059       3.6   15.4   2.7   420   508   447   534   414   545 0.66 LOW QUALITY PROTEIN: chitin synthase chs-2-like [Pungitius pungitius]
XP_028030365.1       -           1529 Chitin_synth_2       PF03142.18   527   2.6e-30  114.8   8.2   1   2   5.4e-29   3.3e-25   98.0   1.2   203   463   724   971   681   979 0.79 chitin synthase chs-2-like [Bombyx mandarina]
XP_028030365.1       -           1529 Chitin_synth_2       PF03142.18   527   2.6e-30  114.8   8.2   2   2   6.5e-05       0.4   18.5   4.2   398   516   965  1087   954  1092 0.66 chitin synthase chs-2-like [Bombyx mandarina]
XP_012138665.1       -           1437 Chitin_synth_2       PF03142.18   527   2.7e-30  114.8  13.3   1   3   4.1e-27   2.5e-23   91.8   0.4   203   442   734   966   684   998 0.74 PREDICTED: uncharacterized protein LOC100880935 isoform X8 [Megachile rotundata]
XP_012138665.1       -           1437 Chitin_synth_2       PF03142.18   527   2.7e-30  114.8  13.3   2   3      0.34   2.1e+03    6.2   4.8   401   503   973  1077   955  1081 0.65 PREDICTED: uncharacterized protein LOC100880935 isoform X8 [Megachile rotundata]
XP_012138665.1       -           1437 Chitin_synth_2       PF03142.18   527   2.7e-30  114.8  13.3   3   3   1.3e-05      0.08   20.8   1.4   408   514  1087  1190  1077  1199 0.69 PREDICTED: uncharacterized protein LOC100880935 isoform X8 [Megachile rotundata]
XP_048251334.1       -           1307 Chitin_synth_2       PF03142.18   527   2.7e-30  114.8   4.8   1   2   1.1e-31   6.9e-28  106.8   3.3   200   417   511   714   484   772 0.86 uncharacterized protein LOC124113184 isoform X3 [Haliotis rufescens]
XP_048251334.1       -           1307 Chitin_synth_2       PF03142.18   527   2.7e-30  114.8   4.8   2   2       1.1   6.9e+03    4.5   0.0   437   498   829   891   813   903 0.75 uncharacterized protein LOC124113184 isoform X3 [Haliotis rufescens]
XP_052079460.1       -           1205 Chitin_synth_2       PF03142.18   527   2.8e-30  114.7   5.7   1   2   1.7e-30     1e-26  102.9   2.0   159   471   479   779   469   783 0.80 chitin synthase chs-2-like isoform X2 [Mytilus californianus]
XP_052079460.1       -           1205 Chitin_synth_2       PF03142.18   527   2.8e-30  114.7   5.7   2   2   0.00075       4.6   15.0   1.9   413   509   768   871   762   881 0.68 chitin synthase chs-2-like isoform X2 [Mytilus californianus]
XP_052079459.1       -           1206 Chitin_synth_2       PF03142.18   527   2.8e-30  114.7   5.7   1   2   1.7e-30     1e-26  102.9   2.0   159   471   479   779   469   783 0.80 chitin synthase chs-2-like isoform X1 [Mytilus californianus]
XP_052079459.1       -           1206 Chitin_synth_2       PF03142.18   527   2.8e-30  114.7   5.7   2   2   0.00075       4.6   15.0   1.9   413   509   768   871   762   881 0.68 chitin synthase chs-2-like isoform X1 [Mytilus californianus]
XP_048774547.1       -           1407 Chitin_synth_2       PF03142.18   527     3e-30  114.6   1.2   1   2   9.3e-31   5.7e-27  103.8   0.1   159   471   691   986   674   991 0.82 chitin synthase chs-2-like [Ostrea edulis]
XP_048774547.1       -           1407 Chitin_synth_2       PF03142.18   527     3e-30  114.6   1.2   2   2     0.021   1.3e+02   10.3   1.0   408   497   979  1066   970  1092 0.73 chitin synthase chs-2-like [Ostrea edulis]
XP_048774548.1       -           1407 Chitin_synth_2       PF03142.18   527     3e-30  114.6   1.2   1   2   9.3e-31   5.7e-27  103.8   0.1   159   471   691   986   674   991 0.82 chitin synthase chs-2-like [Ostrea edulis]
XP_048774548.1       -           1407 Chitin_synth_2       PF03142.18   527     3e-30  114.6   1.2   2   2     0.021   1.3e+02   10.3   1.0   408   497   979  1066   970  1092 0.73 chitin synthase chs-2-like [Ostrea edulis]
XP_014845283.1       -            480 Chitin_synth_2       PF03142.18   527   3.2e-30  114.5   8.8   1   2   9.8e-30     6e-26  100.4   0.0   202   444   114   346   102   352 0.84 PREDICTED: chitin synthase 1-like [Poecilia mexicana]
XP_014845283.1       -            480 Chitin_synth_2       PF03142.18   527   3.2e-30  114.5   8.8   2   2      0.03   1.8e+02    9.7  10.9   408   491   361   448   346   458 0.70 PREDICTED: chitin synthase 1-like [Poecilia mexicana]
XP_012138664.1       -           1484 Chitin_synth_2       PF03142.18   527   3.2e-30  114.5  13.2   1   3   4.3e-27   2.6e-23   91.7   0.4   203   442   556   788   506   820 0.74 PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
XP_012138664.1       -           1484 Chitin_synth_2       PF03142.18   527   3.2e-30  114.5  13.2   2   3      0.35   2.2e+03    6.2   4.8   401   503   795   899   777   903 0.65 PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
XP_012138664.1       -           1484 Chitin_synth_2       PF03142.18   527   3.2e-30  114.5  13.2   3   3   1.4e-05     0.083   20.8   1.4   408   514   909  1012   899  1021 0.69 PREDICTED: uncharacterized protein LOC100880935 isoform X7 [Megachile rotundata]
