GCF_000242695.1	7918	Lepisosteus oculatus	3
GCF_020497125.1	74926	Mauremys mutica	3
GCF_014839805.1	7130	Manduca sexta	3
GCF_021134715.1	6669	Daphnia pulex	3
GCF_004329235.1	64176	Podarcis muralis	3
GCF_011762505.1	61156	Arvicanthis niloticus	3
GCF_004115265.2	59479	Rhinolophus ferrumequinum	3
GCF_932526225.1	45351	Nematostella vectensis	3
GCF_013753865.1	45264	Acropora millepora	3
GCF_021155775.1	441929	Neodiprion pinetum	3
GCF_021901455.1	441921	Neodiprion lecontei	3
GCF_014529535.1	38358	Bradysia coprophila	3
GCF_021155765.1	362088	Diprion similis	3
GCF_008632895.1	35658	Mastomys coucha	3
GCF_013339695.2	34632	Rhipicephalus sanguineus	3
GCF_901000725.2	31033	Takifugu rubripes	3
GCF_013373865.1	307658	Monomorium pharaonis	3
GCF_014858855.1	30331	Bufo gargarizans	3
GCF_021901495.1	2961670	Neodiprion virginianus	3
GCF_021155785.1	2872261	Neodiprion fabricii	3
GCF_000090745.1	28377	Anolis carolinensis	3
GCF_016161935.1	260615	Mauremys reevesii	3
GCF_921293095.1	197161	Ischnura elegans	3
GCF_007399415.2	1825980	Gopherus evgoodei	3
GCF_011064425.1	10117	Rattus rattus	3
GCF_015227675.2	10116	Rattus norvegicus	3
GCF_900095145.1	10093	Mus pahari	2
GCF_000001635.27	10090	Mus musculus	2
GCF_900094665.1	10089	Mus caroli	2
GCF_024586455.1	98809	Bactrocera neohumeralis	2
GCF_001577835.2	93934	Coturnix japonica	2
GCF_003957555.1	9244	Calypte anna	2
GCF_009819885.2	91951	Catharus ustulatus	2
GCF_905147365.1	91739	Aricia agestis	2
GCF_001522545.3	9157	Parus major	2
GCF_000146605.3	9103	Meleagris gallopavo	2
GCF_016699485.2	9031	Gallus gallus	2
GCF_016700215.2	9031	Gallus gallus	2
GCF_002078875.1	8996	Numida meleagris	2
GCF_900496995.4	8962	Aquila chrysaetos chrysaetos	2
GCF_929443795.1	8957	Accipiter gentilis	2
GCF_011077185.1	8884	Oxyura jamaicensis	2
GCF_009769625.2	8869	Cygnus olor	2
GCF_013377495.1	8868	Cygnus atratus	2
GCF_015476345.1	8839	Anas platyrhynchos	2
GCF_901933205.1	87175	Camarhynchus parvulus	2
GCF_024542735.1	85661	Bombus huntii	2
GCF_012460135.1	84834	Molothrus ater	2
GCF_017654675.1	8355	Xenopus laevis	2
GCF_905475465.1	78633	Pieris napi	2
GCF_912999745.1	76193	Papilio machaon	2
GCF_003254395.2	7460	Apis mellifera	2
GCF_009193385.2	7425	Nasonia vitripennis	2
GCF_022045245.1	7375	Lucilia cuprina	2
GCF_009650485.1	7291	Drosophila albomicans	2
GCF_018902025.1	7260	Drosophila willistoni	2
GCF_016746365.2	7245	Drosophila yakuba	2
GCF_016746235.2	7243	Drosophila teissieri	2
GCF_008121235.1	7241	Drosophila subobscura	2
GCF_016746395.2	7240	Drosophila simulans	2
GCF_004382195.2	7238	Drosophila sechellia	2
GCF_009870125.1	7237	Drosophila pseudoobscura	2
GCF_003369915.1	7229	Drosophila miranda	2
GCF_000001215.4	7227	Drosophila melanogaster	2
GCF_004382145.1	7226	Drosophila mauritiana	2
GCF_905220415.1	72248	Colias croceus	2
GCF_017639315.1	7217	Drosophila ananassae	2
GCF_016086655.3	72036	Lepeophtheirus salmonis	2
GCF_015732765.1	7176	Culex quinquefasciatus	2
GCF_016801865.1	7175	Culex pipiens pallens	2
GCF_016920715.1	7173	Anopheles arabiensis	2
GCF_000005575.2	7165	Anopheles gambiae str. PEST	2
GCF_002204515.2	7159	Aedes aegypti	2
GCF_905147105.1	7116	Pieris brassicae	2
GCF_022581195.2	7113	Helicoverpa zea	2
GCF_003590095.1	7111	Trichoplusia ni	2
GCF_023101765.2	7108	Spodoptera frugiperda	2
GCF_014905235.1	7091	Bombyx mori	2
GCF_000002335.3	7070	Tribolium castaneum	2
GCF_022605725.1	7044	Anthonomus grandis grandis	2
GCF_023898315.1	7011	Schistocerca nitens	2
GCF_023897955.1	7010	Schistocerca gregaria	2
GCF_021461395.2	7009	Schistocerca americana	2
GCF_002706865.2	69820	Spodoptera litura	2
GCF_013339725.1	6941	Rhipicephalus microplus	2
GCF_014905175.1	684658	Aphidius gifuensis	2
GCF_023343835.1	64668	Lagopus muta	2
GCF_905147795.1	64459	Pieris rapae	2
GCF_000004555.2	6238	Caenorhabditis briggsae	2
GCF_943734845.2	62324	Anopheles funestus	2
GCF_022113875.1	6087	Hydra vulgaris	2
GCF_016617805.1	59916	Bactrocera tryoni	2
GCF_000247815.1	59894	Ficedula albicollis	2
GCF_003957565.2	59729	Taeniopygia guttata	2
GCF_013339745.2	543639	Dermacentor silvarum	2
GCF_932276165.1	51655	Plutella xylostella	2
GCF_003013835.1	50389	Diabrotica virgifera virgifera	2
GCF_917563875.1	50389	Diabrotica virgifera virgifera	2
GCF_015832195.1	45807	Motacilla alba alba	2
GCF_943734745.1	43151	Anopheles darlingi	2
GCF_015227805.1	43150	Hirundo rustica	2
GCF_943734665.1	42839	Anopheles aquasalis	2
GCF_905147765.1	42275	Vanessa atalanta	2
GCF_907165205.1	41139	Coccinella septempunctata	2
GCF_005870125.1	40157	Lonchura striata domestica	2
GCF_014825855.1	396416	Bombus pyrosoma	2
GCF_013100865.1	34903	Trachemys scripta elegans	2
GCF_001040885.1	34506	Strongyloides ratti	2
GCF_905115235.1	343691	Hermetia illucens	2
GCF_012273895.1	33412	Zerene cesonia	2
GCF_020080835.1	32391	Cotesia glomerata	2
GCF_019457755.1	32260	Venturia canescens	2
GCF_910591885.1	30195	Bombus terrestris	2
GCF_013141755.1	30069	Anopheles stephensi	2
GCF_017562075.2	30066	Anopheles merus	2
GCF_011750605.1	30019	Drosophila busckii	2
GCF_009829145.1	296741	Chiroxiphia lanceolata	2
GCF_023701775.1	29058	Helicoverpa armigera	2
GCF_013340165.1	28584	Drosophila suzukii	2
GCF_010883055.1	2817044	Belonocnema kinseyi	2
GCF_902806685.1	2795564	Maniola hyperantus	2
GCF_023864275.1	274614	Schistocerca cancellata	2
GCF_021461385.2	274613	Schistocerca piceifrons	2
GCF_023373825.1	27457	Bactrocera dorsalis	2
GCF_009819795.1	219594	Aythya fuligula	2
GCF_023864345.2	2023354	Schistocerca serialis cubense	2
GCF_003672135.1	2015173	Ooceraea biroi	2
GCF_004354385.1	198719	Drosophila innubila	2
GCF_905333055.1	191418	Maniola jurtina	2
GCF_000738735.5	181096	Corvus cornix cornix	2
GCF_905220365.1	171605	Vanessa cardui	2
GCF_905147045.1	171585	Nymphalis io	2
GCF_943734685.1	1518534	Anopheles coluzzii	2
GCF_943734695.1	1496333	Anopheles maculipalpis	2
GCF_014743375.2	1486046	Drosophila subpulchrella	2
GCF_017639655.2	148594	Falco naumanni	2
GCF_907164935.1	1437190	Osmia bicornis bicornis	2
GCF_002237135.1	139649	Teleopsis dalmanni	2
GCF_016802725.1	13686	Solenopsis invicta	2
GCF_020740725.1	134902	Corvus hawaiiensis	2
GCF_024362695.1	13191	Pectinophora gossypiella	2
GCF_012275295.1	13146	Melopsittacus undulatus	2
GCF_009731565.1	13037	Danaus plexippus plexippus	2
GCF_016746245.2	129105	Drosophila santomea	2
GCF_015220075.1	120794	Falco rusticolus	2
GCF_009650955.1	1196302	Corvus moneduloides	2
GCF_024364675.1	116153	Aethina tumida	2
GCF_905163445.1	116150	Pararge aegeria	1
GCF_914767665.1	115357	Harmonia axyridis	1
GCF_905220565.1	113334	Melitaea cinxia	1
GCF_021464435.1	1086592	Cataglyphis hispanica	1
GCF_023078275.1	1035111	Leguminivora glycinivorella	1
GCF_020184175.1	80765	Aphis gossypii	1
GCF_000224145.3	7719	Ciona intestinalis	1
GCF_910589235.1	7445	Vespa crabro	1
GCF_013758885.1	7167	Anopheles albimanus	1
GCF_005508785.2	7029	Acyrthosiphon pisum	1
GCF_020424385.1	6728	Procambarus clarkii	1
GCF_015228065.1	6687	Penaeus monodon	1
GCF_003676215.2	43146	Rhopalosiphum maidis	1
GCF_917208135.1	37344	Athalia rosae	1
GCF_014466175.1	30213	Vespula pensylvanica	1
GCF_004027225.2	2489341	Strigops habroptila	1
GCF_017591435.1	210409	Portunus trituberculatus	1
GCF_912470025.1	202808	Vespa velutina	
GCF_021130785.1	197043	Homalodisca vitripennis	
GCF_905475395.1	189513	Chrysoperla carnea	
GCF_019202785.1	139456	Penaeus chinensis	
GCF_014356525.1	108931	Nilaparvata lugens	
