XP_003736740.2	1613	msaprobs_alignment_4742434	2.1e-258	412	1392	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_pseudoobscura]
XP_015037826.2	1613	msaprobs_alignment_4742434	2.1e-258	412	1392	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_pseudoobscura]
XP_015037827.2	1613	msaprobs_alignment_4742434	2.1e-258	412	1392	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_pseudoobscura]
XP_043656734.1	1614	msaprobs_alignment_4742434	2.2e-258	410	1395	0.96	chitin_synthase_chs-2_isoform_X2_[Drosophila_teissieri]
XP_016931842.2	1611	msaprobs_alignment_4742434	2.5e-258	410	1391	0.96	chitin_synthase_chs-2_isoform_X2_[Drosophila_suzukii]
XP_037728935.1	1611	msaprobs_alignment_4742434	2.7e-258	410	1391	0.96	chitin_synthase_chs-2_isoform_X2_[Drosophila_subpulchrella]
XP_039151484.1	1614	msaprobs_alignment_4742434	2.9e-258	410	1391	0.96	chitin_synthase_chs-2_isoform_X4_[Drosophila_simulans]
XP_034664926.1	1615	msaprobs_alignment_4742434	3.2e-258	414	1414	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_subobscura]
XP_017847430.1	1604	msaprobs_alignment_4742434	4.8e-258	404	1399	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_busckii]
XP_017847431.1	1604	msaprobs_alignment_4742434	4.8e-258	404	1399	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_busckii]
XP_034116463.1	1599	msaprobs_alignment_4742434	8.2e-258	403	1383	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_albomicans]
XP_034116464.1	1599	msaprobs_alignment_4742434	8.2e-258	403	1383	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_albomicans]
XP_034116465.1	1599	msaprobs_alignment_4742434	8.2e-258	403	1383	0.96	chitin_synthase_chs-2_isoform_X1_[Drosophila_albomicans]
XP_017847432.1	1604	msaprobs_alignment_4742434	6.2e-257	404	1391	0.96	chitin_synthase_chs-2_isoform_X2_[Drosophila_busckii]
XP_034116466.1	1599	msaprobs_alignment_4742434	9.2e-257	403	1383	0.96	chitin_synthase_chs-2_isoform_X2_[Drosophila_albomicans]
XP_037728936.1	1552	msaprobs_alignment_4742434	1.7e-256	410	1351	0.95	chitin_synthase_chs-2_isoform_X3_[Drosophila_subpulchrella]
XP_044570061.1	1613	msaprobs_alignment_4742434	1.7e-256	410	1410	0.91	chitin_synthase_chs-2_isoform_X2_[Drosophila_ananassae]
XP_033244515.1	1613	msaprobs_alignment_4742434	6.1e-256	412	1412	0.91	chitin_synthase_chs-2_isoform_X2_[Drosophila_miranda]
XP_001359390.4	1613	msaprobs_alignment_4742434	7.7e-256	412	1412	0.91	chitin_synthase_chs-2_isoform_X2_[Drosophila_pseudoobscura]
XP_034664927.1	1615	msaprobs_alignment_4742434	1.1e-255	414	1414	0.91	chitin_synthase_chs-2_isoform_X2_[Drosophila_subobscura]
XP_033234120.1	1554	msaprobs_alignment_4742434	3.3e-254	412	1353	0.90	chitin_synthase_chs-2_isoform_X3_[Drosophila_pseudoobscura]
XP_037945234.1	1592	msaprobs_alignment_4742434	3.1e-253	399	1379	0.95	chitin_synthase_chs-2_isoform_X1_[Teleopsis_dalmanni]
XP_037945235.1	1592	msaprobs_alignment_4742434	3.1e-253	399	1379	0.95	chitin_synthase_chs-2_isoform_X1_[Teleopsis_dalmanni]
XP_037945236.1	1592	msaprobs_alignment_4742434	1.6e-252	399	1373	0.96	chitin_synthase_chs-2_isoform_X2_[Teleopsis_dalmanni]
XP_040158698.1	1578	msaprobs_alignment_4742434	7e-252	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_arabiensis]
XP_039958108.1	1592	msaprobs_alignment_4742434	7.4e-252	400	1373	0.96	chitin_synthase_chs-2_isoform_X1_[Bactrocera_tryoni]
XP_035796291.1	1578	msaprobs_alignment_4742434	8.1e-252	399	1394	0.95	chitin_synthase_chs-2-like_isoform_X3_[Anopheles_albimanus]
XP_035796294.1	1578	msaprobs_alignment_4742434	8.1e-252	399	1394	0.95	chitin_synthase_chs-2-like_isoform_X3_[Anopheles_albimanus]
XP_035796289.1	1615	msaprobs_alignment_4742434	8.6e-252	436	1437	0.94	chitin_synthase_chs-2-like_isoform_X1_[Anopheles_albimanus]
XP_040158708.1	1578	msaprobs_alignment_4742434	8.9e-252	399	1394	0.91	chitin_synthase_chs-2_isoform_X2_[Anopheles_arabiensis]
XP_035796292.1	1578	msaprobs_alignment_4742434	9.8e-252	399	1400	0.94	chitin_synthase_chs-2-like_isoform_X4_[Anopheles_albimanus]
XP_035796290.1	1615	msaprobs_alignment_4742434	1e-251	436	1437	0.94	chitin_synthase_chs-2-like_isoform_X2_[Anopheles_albimanus]
XP_040229355.1	1578	msaprobs_alignment_4742434	1e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X3_[Anopheles_coluzzii]
XP_040229356.1	1578	msaprobs_alignment_4742434	1e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X3_[Anopheles_coluzzii]
XP_041761197.1	1578	msaprobs_alignment_4742434	1e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X2_[Anopheles_merus]
XP_321336.5	1578	msaprobs_alignment_4742434	1e-251	399	1394	0.94	AGAP001748-PA_[Anopheles_gambiae_str._PEST]
XP_040229353.1	1614	msaprobs_alignment_4742434	1.1e-251	435	1430	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_coluzzii]
XP_040229357.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X4_[Anopheles_coluzzii]
XP_041761196.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_041761198.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_041761199.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_041761200.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_041761201.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_041761202.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_041761203.1	1578	msaprobs_alignment_4742434	1.2e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_merus]
XP_035896990.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X3_[Anopheles_stephensi]
XP_035896991.1	1578	msaprobs_alignment_4742434	1.3e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X3_[Anopheles_stephensi]
XP_040229354.1	1614	msaprobs_alignment_4742434	1.4e-251	435	1430	0.94	chitin_synthase_chs-2_isoform_X2_[Anopheles_coluzzii]
XP_035896989.1	1624	msaprobs_alignment_4742434	1.5e-251	445	1440	0.94	chitin_synthase_chs-2_isoform_X2_[Anopheles_stephensi]
XP_035896992.1	1578	msaprobs_alignment_4742434	1.7e-251	399	1394	0.94	chitin_synthase_chs-2_isoform_X4_[Anopheles_stephensi]
XP_035896988.1	1624	msaprobs_alignment_4742434	1.7e-251	445	1440	0.94	chitin_synthase_chs-2_isoform_X1_[Anopheles_stephensi]
XP_021704897.1	1576	msaprobs_alignment_4742434	2.5e-251	398	1393	0.95	uncharacterized_protein_LOC5575776_isoform_X4_[Aedes_aegypti]
XP_021704892.1	1616	msaprobs_alignment_4742434	2.7e-251	438	1409	0.96	uncharacterized_protein_LOC5575776_isoform_X2_[Aedes_aegypti]
XP_037039689.1	1576	msaprobs_alignment_4742434	3.4e-251	396	1368	0.96	chitin_synthase_chs-2_isoform_X3_[Bradysia_coprophila]
XP_037039686.1	1584	msaprobs_alignment_4742434	3.6e-251	396	1368	0.96	chitin_synthase_chs-2_isoform_X1_[Bradysia_coprophila]
XP_037039687.1	1584	msaprobs_alignment_4742434	3.6e-251	396	1368	0.96	chitin_synthase_chs-2_isoform_X1_[Bradysia_coprophila]
XP_037039691.1	1570	msaprobs_alignment_4742434	3.6e-251	396	1368	0.95	chitin_synthase_chs-2_isoform_X5_[Bradysia_coprophila]
XP_021704893.1	1576	msaprobs_alignment_4742434	4.6e-251	398	1398	0.94	uncharacterized_protein_LOC5575776_isoform_X3_[Aedes_aegypti]
XP_021704894.1	1576	msaprobs_alignment_4742434	4.6e-251	398	1398	0.94	uncharacterized_protein_LOC5575776_isoform_X3_[Aedes_aegypti]
XP_021704896.1	1576	msaprobs_alignment_4742434	4.6e-251	398	1398	0.94	uncharacterized_protein_LOC5575776_isoform_X3_[Aedes_aegypti]
XP_021704898.1	1576	msaprobs_alignment_4742434	4.6e-251	398	1398	0.94	uncharacterized_protein_LOC5575776_isoform_X3_[Aedes_aegypti]
XP_021704891.1	1616	msaprobs_alignment_4742434	4.9e-251	438	1438	0.94	uncharacterized_protein_LOC5575776_isoform_X1_[Aedes_aegypti]
XP_039958116.1	1592	msaprobs_alignment_4742434	1e-250	400	1373	0.96	chitin_synthase_chs-2_isoform_X2_[Bactrocera_tryoni]
XP_038117593.1	1579	msaprobs_alignment_4742434	2.8e-250	398	1368	0.95	chitin_synthase_chs-2_isoform_X1_[Culex_quinquefasciatus]
XP_038117594.1	1579	msaprobs_alignment_4742434	2.8e-250	398	1368	0.95	chitin_synthase_chs-2_isoform_X1_[Culex_quinquefasciatus]
XP_038117595.1	1579	msaprobs_alignment_4742434	4.9e-250	398	1378	0.94	chitin_synthase_chs-2_isoform_X2_[Culex_quinquefasciatus]
XP_037922524.1	1573	msaprobs_alignment_4742434	1.3e-249	400	1394	0.96	chitin_synthase_chs-2_isoform_X1_[Hermetia_illucens]
XP_037039688.1	1584	msaprobs_alignment_4742434	2.8e-249	396	1376	0.92	chitin_synthase_chs-2_isoform_X2_[Bradysia_coprophila]
XP_037039690.1	1576	msaprobs_alignment_4742434	3.4e-249	396	1376	0.92	chitin_synthase_chs-2_isoform_X4_[Bradysia_coprophila]
XP_026826954.1	1634	msaprobs_alignment_4742434	9.8e-249	404	1464	0.95	chitin_synthase_chs-2_[Ooceraea_biroi]
XP_033209263.1	1564	msaprobs_alignment_4742434	2.8e-248	403	1424	0.95	chitin_synthase_chs-2_isoform_X1_[Belonocnema_treatae]
XP_033209264.1	1564	msaprobs_alignment_4742434	6.1e-248	403	1424	0.95	chitin_synthase_chs-2_isoform_X2_[Belonocnema_treatae]
XP_011157244.1	1567	msaprobs_alignment_4742434	7.8e-248	405	1421	0.91	chitin_synthase_chs-2_isoform_X1_[Solenopsis_invicta]
XP_039312562.1	1567	msaprobs_alignment_4742434	7.8e-248	405	1421	0.91	chitin_synthase_chs-2_isoform_X1_[Solenopsis_invicta]
XP_012526631.1	1566	msaprobs_alignment_4742434	1e-247	405	1390	0.95	chitin_synthase_chs-2_[Monomorium_pharaonis]
XP_037922525.1	1573	msaprobs_alignment_4742434	1.1e-247	400	1416	0.91	chitin_synthase_chs-2_isoform_X2_[Hermetia_illucens]
XP_011157245.1	1567	msaprobs_alignment_4742434	2.9e-247	405	1411	0.95	chitin_synthase_chs-2_isoform_X2_[Solenopsis_invicta]
XP_016770736.1	1574	msaprobs_alignment_4742434	4.1e-247	413	1434	0.92	chitin_synthase_chs-2_isoform_X1_[Apis_mellifera]
XP_006563373.1	1564	msaprobs_alignment_4742434	4.2e-247	403	1424	0.95	chitin_synthase_chs-2_isoform_X4_[Apis_mellifera]
XP_016770739.1	1564	msaprobs_alignment_4742434	4.2e-247	403	1424	0.95	chitin_synthase_chs-2_isoform_X4_[Apis_mellifera]
XP_026299521.1	1564	msaprobs_alignment_4742434	4.2e-247	403	1424	0.95	chitin_synthase_chs-2_isoform_X4_[Apis_mellifera]
XP_043674138.1	1568	msaprobs_alignment_4742434	6.1e-247	409	1410	0.95	chitin_synthase_chs-2_isoform_X2_[Vespula_pensylvanica]
XP_016770738.1	1572	msaprobs_alignment_4742434	1.2e-246	413	1422	0.95	chitin_synthase_chs-2_isoform_X3_[Apis_mellifera]
XP_043284738.1	1563	msaprobs_alignment_4742434	1.6e-246	402	1405	0.95	chitin_synthase_chs-2_isoform_X1_[Venturia_canescens]
XP_043674148.1	1568	msaprobs_alignment_4742434	1.8e-246	409	1410	0.95	chitin_synthase_chs-2_isoform_X3_[Vespula_pensylvanica]
XP_043593508.1	1571	msaprobs_alignment_4742434	3.8e-246	410	1412	0.95	chitin_synthase_chs-2_isoform_X2_[Bombus_pyrosoma]
XP_012168812.1	1565	msaprobs_alignment_4742434	5.3e-246	404	1411	0.95	uncharacterized_protein_LOC100647512_isoform_X2_[Bombus_terrestris]
XP_044580778.1	1550	msaprobs_alignment_4742434	5.9e-246	400	1422	0.95	chitin_synthase_chs-2_isoform_X1_[Cotesia_glomerata]
XP_031789391.1	1627	msaprobs_alignment_4742434	7.6e-246	405	1308	0.97	chitin_synthase_chs-2_isoform_X2_[Nasonia_vitripennis]
XP_031789391.1	1627	msaprobs_alignment_4742434	7.6e-246	1322	1494	0.83	chitin_synthase_chs-2_isoform_X2_[Nasonia_vitripennis]
XP_043593509.1	1571	msaprobs_alignment_4742434	1.7e-245	410	1420	0.95	chitin_synthase_chs-2_isoform_X3_[Bombus_pyrosoma]
XP_044580779.1	1550	msaprobs_alignment_4742434	2.3e-245	400	1422	0.95	chitin_synthase_chs-2_isoform_X2_[Cotesia_glomerata]
XP_044020427.1	1590	msaprobs_alignment_4742434	3.5e-245	419	1446	0.95	chitin_synthase_chs-2_isoform_X2_[Aphidius_gifuensis]
NP_001034491.1	1558	msaprobs_alignment_4742434	4e-245	396	1383	0.94	chitin_synthase_1_[Tribolium_castaneum]
XP_008194188.1	1558	msaprobs_alignment_4742434	1e-244	396	1368	0.95	PREDICTED:_chitin_synthase_1_isoform_X1_[Tribolium_castaneum]
XP_044020426.1	1591	msaprobs_alignment_4742434	1.7e-244	419	1447	0.95	chitin_synthase_chs-2_isoform_X1_[Aphidius_gifuensis]
XP_008215129.1	1568	msaprobs_alignment_4742434	3e-244	405	1435	0.95	chitin_synthase_chs-2_isoform_X1_[Nasonia_vitripennis]
XP_035445858.1	1565	msaprobs_alignment_4742434	3.7e-244	395	1404	0.91	chitin_synthase_chs-2-like_isoform_X3_[Spodoptera_frugiperda]
XP_035445791.1	1565	msaprobs_alignment_4742434	3.8e-244	395	1404	0.91	chitin_synthase_chs-2-like_isoform_X3_[Spodoptera_frugiperda]
XP_035445855.1	1575	msaprobs_alignment_4742434	5.4e-244	405	1414	0.91	chitin_synthase_chs-2-like_isoform_X1_[Spodoptera_frugiperda]
XP_043674157.1	1559	msaprobs_alignment_4742434	5.7e-244	400	1401	0.95	chitin_synthase_chs-2_isoform_X4_[Vespula_pensylvanica]
XP_035445789.1	1575	msaprobs_alignment_4742434	5.8e-244	405	1414	0.91	chitin_synthase_chs-2-like_isoform_X1_[Spodoptera_frugiperda]
XP_043674130.1	1568	msaprobs_alignment_4742434	5.9e-244	409	1410	0.95	chitin_synthase_chs-2_isoform_X1_[Vespula_pensylvanica]
XP_035445859.1	1565	msaprobs_alignment_4742434	6.3e-244	395	1404	0.91	chitin_synthase_chs-2-like_isoform_X4_[Spodoptera_frugiperda]
XP_035445794.1	1565	msaprobs_alignment_4742434	6.5e-244	395	1404	0.91	chitin_synthase_chs-2-like_isoform_X4_[Spodoptera_frugiperda]
XP_035445857.1	1575	msaprobs_alignment_4742434	9.2e-244	405	1414	0.91	chitin_synthase_chs-2-like_isoform_X2_[Spodoptera_frugiperda]
XP_035445790.1	1575	msaprobs_alignment_4742434	9.9e-244	405	1414	0.91	chitin_synthase_chs-2-like_isoform_X2_[Spodoptera_frugiperda]
XP_043674167.1	1568	msaprobs_alignment_4742434	1.2e-243	409	1410	0.95	chitin_synthase_chs-2_isoform_X5_[Vespula_pensylvanica]
XP_021206755.2	1573	msaprobs_alignment_4742434	1.7e-243	405	1411	0.90	chitin_synthase_A_isoform_X2_[Bombyx_mori]
XP_037877647.1	1563	msaprobs_alignment_4742434	1.7e-243	395	1401	0.91	chitin_synthase_A_isoform_X4_[Bombyx_mori]
XP_037877645.1	1573	msaprobs_alignment_4742434	3.1e-243	405	1411	0.90	chitin_synthase_A_isoform_X1_[Bombyx_mori]
XP_037877646.1	1563	msaprobs_alignment_4742434	3.1e-243	395	1401	0.91	chitin_synthase_A_isoform_X3_[Bombyx_mori]
XP_026727306.1	1565	msaprobs_alignment_4742434	6.1e-243	395	1401	0.91	chitin_synthase_chs-2_[Trichoplusia_ni]
XP_038211599.1	1570	msaprobs_alignment_4742434	8.2e-243	401	1398	0.94	chitin_synthase_chs-2_isoform_X2_[Zerene_cesonia]
XP_038211617.1	1565	msaprobs_alignment_4742434	8.5e-243	396	1393	0.94	chitin_synthase_chs-2_isoform_X4_[Zerene_cesonia]
XP_043593510.1	1565	msaprobs_alignment_4742434	1.1e-242	404	1395	0.95	chitin_synthase_chs-2_isoform_X4_[Bombus_pyrosoma]
XP_043593511.1	1565	msaprobs_alignment_4742434	1.1e-242	404	1395	0.95	chitin_synthase_chs-2_isoform_X4_[Bombus_pyrosoma]
XP_043593512.1	1565	msaprobs_alignment_4742434	1.1e-242	404	1395	0.95	chitin_synthase_chs-2_isoform_X4_[Bombus_pyrosoma]
XP_043593507.1	1571	msaprobs_alignment_4742434	1.4e-242	410	1398	0.95	chitin_synthase_chs-2_isoform_X1_[Bombus_pyrosoma]
XP_016770737.1	1574	msaprobs_alignment_4742434	1.7e-242	413	1420	0.95	chitin_synthase_chs-2_isoform_X2_[Apis_mellifera]
XP_012168806.1	1565	msaprobs_alignment_4742434	3.3e-242	404	1410	0.95	uncharacterized_protein_LOC100647512_isoform_X1_[Bombus_terrestris]
XP_012168810.1	1565	msaprobs_alignment_4742434	3.3e-242	404	1410	0.95	uncharacterized_protein_LOC100647512_isoform_X1_[Bombus_terrestris]
XP_012168811.1	1565	msaprobs_alignment_4742434	3.3e-242	404	1410	0.95	uncharacterized_protein_LOC100647512_isoform_X1_[Bombus_terrestris]
XP_026299522.1	1572	msaprobs_alignment_4742434	4.3e-242	413	1432	0.95	chitin_synthase_chs-2_isoform_X6_[Apis_mellifera]
XP_043593514.1	1571	msaprobs_alignment_4742434	8.5e-242	410	1420	0.95	chitin_synthase_chs-2_isoform_X5_[Bombus_pyrosoma]
XP_037297643.1	1564	msaprobs_alignment_4742434	2.6e-241	395	1403	0.90	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2_[Manduca_sexta]
XP_039279564.1	1578	msaprobs_alignment_4742434	3.9e-241	408	1408	0.95	chitin_synthase_chs-2_isoform_X1_[Nilaparvata_lugens]
XP_044743566.1	1552	msaprobs_alignment_4742434	4.3e-241	398	1386	0.94	chitin_synthase_chs-2_[Chrysoperla_carnea]
XP_041976394.1	1562	msaprobs_alignment_4742434	8e-241	394	1392	0.90	chitin_synthase_chs-2_isoform_X2_[Aricia_agestis]
XP_044753058.1	1559	msaprobs_alignment_4742434	1.1e-240	396	1375	0.95	chitin_synthase_chs-2_isoform_X1_[Coccinella_septempunctata]
XP_039279566.1	1578	msaprobs_alignment_4742434	1.3e-240	408	1420	0.91	chitin_synthase_chs-2_isoform_X2_[Nilaparvata_lugens]
XP_032510524.1	1564	msaprobs_alignment_4742434	2.3e-240	396	1401	0.91	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Danaus_plexippus_plexippus]
XP_032792018.1	1594	msaprobs_alignment_4742434	2.5e-240	402	1404	0.93	chitin_synthase_chs-2-like_isoform_X2_[Daphnia_magna]
XP_032792014.1	1683	msaprobs_alignment_4742434	2.7e-240	491	1473	0.94	chitin_synthase_chs-2-like_isoform_X1_[Daphnia_magna]
XP_041976387.1	1562	msaprobs_alignment_4742434	2.9e-240	394	1392	0.90	chitin_synthase_chs-2_isoform_X1_[Aricia_agestis]
XP_044753059.1	1559	msaprobs_alignment_4742434	3e-240	396	1368	0.96	chitin_synthase_chs-2_isoform_X2_[Coccinella_septempunctata]
XP_038211591.1	1570	msaprobs_alignment_4742434	3.6e-240	401	1405	0.90	chitin_synthase_chs-2_isoform_X1_[Zerene_cesonia]
XP_038211608.1	1565	msaprobs_alignment_4742434	3.9e-240	396	1400	0.90	chitin_synthase_chs-2_isoform_X3_[Zerene_cesonia]
XP_039764506.1	1565	msaprobs_alignment_4742434	4.4e-239	396	1403	0.91	chitin_synthase_chs-2_[Pararge_aegeria]
XP_016767448.1	1457	msaprobs_alignment_4742434	2.3e-238	341	1319	0.96	chitin_synthase_chs-2_[Apis_mellifera]
XP_043284739.1	1563	msaprobs_alignment_4742434	7.8e-238	402	1405	0.95	chitin_synthase_chs-2_isoform_X2_[Venturia_canescens]
XP_039312563.1	1279	msaprobs_alignment_4742434	2.1e-237	405	1267	0.98	chitin_synthase_chs-2_isoform_X3_[Solenopsis_invicta]
XP_035658099.1	1729	msaprobs_alignment_4742434	2.4e-235	331	1333	0.89	chitin_synthase_chs-1-like_[Branchiostoma_floridae]
XP_037510392.1	1429	msaprobs_alignment_4742434	3.1e-235	222	1254	0.93	LOW_QUALITY_PROTEIN:_chitin_synthase_chs-2-like_[Rhipicephalus_sanguineus]
XP_037268094.1	1601	msaprobs_alignment_4742434	3.3e-235	394	1410	0.93	chitin_synthase_chs-2-like_[Rhipicephalus_microplus]
XP_026813153.1	1567	msaprobs_alignment_4742434	3.6e-235	419	1417	0.93	chitin_synthase_chs-2_[Rhopalosiphum_maidis]
XP_037510394.1	1601	msaprobs_alignment_4742434	3.9e-235	394	1403	0.93	chitin_synthase_chs-2-like_[Rhipicephalus_sanguineus]
